"","Record_id","Paper_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Excluded_during_data_extraction","Changes_after_second_screening","Final_comments","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","missingSocial_h2","missingVP","missingVIGE","missingMean","missingVA","missingIdRecords"
"115","108","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,4191,4191,293,456,850,6,"carcass lean meat content","morphology","no",49.6,"no",2.7,NA,"no","yes",6.12,"2.074","0.015",NA,NA,0.371,0.204,NA,NA,NA,NA,3.102,NA,0.372,0.003,-0.72,NA,-0.127,NA,1.176,0.211,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"116","109","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,6287,6287,293,456,1219,6,"subcutaneous fat linoleic acid content","morphology","no",12.7,"no",1.4,NA,"no","yes",6.12,"0.567","0.002",NA,NA,0.049,0.03,NA,NA,NA,NA,0.85,NA,0.383,0.001,NA,NA,-0.013,NA,0.479,0.324,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001.","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"117","110","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8055,8055,293,456,1733,6,"iodine number","morphology","no",66.1,"no",2.6,NA,"no","yes",6.12,"2.032","0.006",NA,NA,0.194,0.111,NA,NA,NA,NA,2.523,NA,0.427,0.001,-0.58,NA,-0.064,NA,1.532,0.322,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP)","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"118","111","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8996,8996,293,456,1794,6,"ham subcutaneous fat depth (SFD1)","morphology","no",19,"no",14,NA,"no","yes",6.12,"8.106","0.014",NA,NA,1.357,0.403,NA,NA,NA,NA,15.275,NA,0.33,0.001,NA,NA,-0.318,NA,5.238,0.213,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"119","112","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,5200,5200,293,456,1023,6,"ham subcutaneous fat depth (SFD2)","morphology","no",6,"no",1,NA,"no","yes",6.12,"0.359","0.003",NA,NA,0.006,0.012,NA,NA,NA,NA,0.446,NA,0.43,0.003,NA,NA,-0.001,NA,0.421,0.404,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"120","113","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"round shape","morphology","no",1.78,"no",0.85,NA,"no","yes",6.12,"0.235","4e-04",NA,NA,0.023,0.016,NA,NA,NA,NA,0.438,NA,0.338,0.001,-0.93,NA,-0.009,NA,0.153,0.22,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"121","114","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"subcutanous fat","morphology","no",-0.11,"no",1.69,NA,"no","yes",6.12,"0.982","0.003",NA,NA,0.119,0.073,NA,NA,NA,NA,1.582,NA,0.364,0.001,-0.64,NA,-0.035,NA,0.695,0.257,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"122","115","IGE0202","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9362,9362,293,456,1787,6,"marbling","morphology","no",1.53,"no",0.85,NA,"no","yes",6.12,"0.245","2e-04",NA,NA,0.035,0.018,NA,NA,NA,NA,0.368,NA,0.37,3e-04,NA,NA,-0.002,NA,0.225,0.34,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.0003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","no","Added note about indirect heritability and entered value into social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT",7,"Accept",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"125","116","IGE0502","2001-2011","Bos taurus (Aosta Chestnut and Aosta Black Pied breeds)","mammals","Aosta Region, Italy","captive","experimental","F","ad",17579,25590,8159,NA,NA,NA,NA,"social dominance","behaviour","no",0.5,"no",NA,NA,"yes","yes",2,"0.276","0.224",0.196,0.127,NA,NA,NA,NA,NA,NA,NA,NA,0.265,0.215,-0.976,NA,-0.243,-0.15,NA,0.014,"Table 2 (model 4); Table 3 (model 4)","FS","trait mean could be 0.5 since it's dominance (0/1); fixed effect of social: difference in age between the focal individual and the
opponent expressed in categories; variance components estimated on a liability scale so they may need to be transformed? model with Bernoulli distribution with probability logit.
Correlation estimates: both tables 2 and 3 report what they call correlations between direct and indirect effect from the same model (m4), but values differ. Table 2 may be the covariance, but it is not clear. There is also some inconsitency int the footnotes calling Pe sometimes permanent environment and sometimes phenotypic. Needs to be checked by another reviewer. Also note that h2 is estimated on VP that also includes covariances (see Table 3 footnotes). ","DF","Agree trait mean can be 0.5. group size is 2. i would use the variance components, there are a few papers that do this and AFAIK we are just sing them rather than worying about latent or liability scale or whatever. I think they report covariance in Table 2 (see symbol they use) and then correlations in the text. So cov A-IGE is -0.243, cov PE-PE (S) is -0.150, r A-IGE is -0.976. r PE-PE(S) is not reported I think as Fra notes the value in Table 3 includes the genetic cov. We can calc it from Table 2 though. ","no","added trait mean, group size, rA-IGE, covA-IGE, covPE-PE(S), social heritability","fixed effect of social: difference in age between the focal individual and the
opponent expressed in categories; 
variance components estimated on a liability scale (model with Bernoulli distribution with probability logit);
h2 is estimated on VP that also includes covariances (see Table 3 footnotes). ","non_transf",NA,"bernoulli_logit","liability",NA,"Bos taurus","ValleAosta_IT",36,"Revise",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"126","117","IGE0197",NA,"Tribolium castaneum","arthropods","Wageningen, the Netherlands.","captive","experimental","both","juv",5987,4932,4932,2657,2657,126,3,"growth rate","development","no",2.32,"no",0.5,NA,"yes","yes",10,"0.0000547","1.25e-07",NA,NA,2.74e-06,NA,NA,NA,NA,NA,NA,0.000109,0.48,NA,-0.201,NA,-5.27e-07,NA,5.53e-05,0.51,"Table 6 (model 3)","FS","#id w records is conservative (reported 5687 id with incomplete records in 3 traits, and 4932 with all); id in pedigree are reported in supmat but methods also say they include id with no pedigree, so not sure; means and SD for traits are reported in table 2 for the two pop separately; fixed effect of social is social sex effect (# male partners in vial); V other 1 is group; heritability is estimated in a different model (model 2)","DF","group size = mostly 10. Depth of ped = 3 perhaps, see Table A1. id in ped = 5987 based on summing numbers in Table A1. Also have # sires as 2657 and # dams as 2657. Don't think we should use the h2 est from table 5 as it is a different model.  cov A-IGE is -0.000000527, r A-IGE is -0.201 (Table 6).","no","updated group size, depth of ped, # id in ped, sires, dams,  cov A-IGE and r A-IGE, h2 set to NA, mean and SD of pop trait estimated from the two separated by pop ","#id w records is conservative (reported 5687 id with incomplete records in 3 traits, and 4932 with all); means and SD for traits are reported in table 2 for the two pop separately, so calculated with formula; fixed effect of social is social sex effect (# male partners in vial); V other 1 is group; heritability is estimated in a different model (model 2) without IGEs, as = 0.48","non_transf",NA,"gaussian",NA,NA,"Tribolium castaneum","Wageningen_NL",5,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"127","118","IGE0291","2000-2003","Sus scrofa","mammals","Pig Improvement Company, Franklin, KY, US","captive","experimental","both","ad",43585,11235,11235,770,3850,NA,NA,"average daily gain (ADG)","development","no",991.5,"no",120.5,NA,"no","yes",15,"2410","18",NA,126,971,NA,NA,NA,NA,NA,6916,NA,0.2,0.001,NA,NA,48,NA,NA,NA,"Table 2 (model 4)","FS","# dams is based on 770 sires having 5 dams on average; formula for estimating VP is provided in Table 2 caption; Model 4 was chosen because it also reports VPE soc and likelihood of models and estimates are similar, I didn't pick the best fitting model because it did not estimate most of the variances; V other 1 is litter ","DF","Calc VP as 12313, seems worth entering otherwise we might miss it if I record this as """"Accept""""","no","added h2_social","formula for estimating VP is provided in Table 2 caption (includes covariances and group size);
Model 4 was chosen because it also reports VPE soc and likelihood of models and estimates are similar, I didn't pick the best fitting model because it did not estimate most of the variances; 
V other 1 is litter ","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigImprovementCompany_US",12,"Revise",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"128","119","IGE0243","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3524,3524,NA,NA,NA,25,"final body weight (BW)","morphology","no",93.43,"no",12.09,NA,"no","yes",10,"45.7","0.1",NA,0,4.5,8.2,NA,NA,NA,NA,55,117.7,0.388,0,0.07,NA,0.2,NA,55.7,NA,"Table 1 (model 1)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","no","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","chosen model is the most complete (to have all estimates) but not the best;
V other 1 is pen; 
v other 2 is litter mates ","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US",10,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"129","120","IGE0243","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"backfat depth","morphology","no",2.1,"no",0.5,NA,"no","yes",10,"0.0972","2e-04",NA,NA,0.0066,0.0065,NA,NA,NA,NA,0.0952,0.214,0.453,0.001,0.078,NA,2e-04,NA,0.118,NA,"Table 2 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered ;permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","no","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","chosen model is the most complete (to have all estimates) but not the best;
V other 1 is pen; 
v other 2 is litter mates ","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US",10,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"130","121","IGE0243","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"longissimus muscle area (LM)","morphology","no",30.75,"no",4.31,NA,"no","yes",10,"4.02","0.01",NA,NA,1.2,0.7,NA,NA,NA,NA,8.56,14.1,0.285,0.001,-0.628,NA,-0.15,NA,4.406,NA,"Table 3 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?)","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","no","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","chosen model is the most complete (to have all estimates) but not the best;
V other 1 is pen; 
v other 2 is litter mates ","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US",10,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131","122","IGE0458","2012-2016","Ficedula albicollis","birds","Gotland, Sweden","wild","observational","F","ad",2623,1005,NA,NA,NA,NA,15,"nesting site preference","behaviour","no",NA,"no",NA,NA,"yes","yes",2,"0.004","0.008",0.003,0.004,0.007,0.007,0.015,0.01,0.177,0.009,10,NA,5e-04,2e-04,NA,NA,NA,NA,NA,0.0013,"Table 3","FS","study type: i chose observational because while they experimentally manipulate preference, social partners choice is not manipulated (birds choose their own mates) which is what we are interested in; they look at joint effects of partners on a pairs trait (nest choice), in this case I arbitrary chose the female to be the focal and the males to be the social to keep consistency with other breeding traits in other studies; id/pedigree is pruned; # of records: doesn't say how many individuals repeated across years, we could go conservative and put the same # of ids (or use the effective sample size of the models?), I left NA at the moment.; fixed effects of social: status (see table 1); v others provided (in order): dominance female, dominance male, maternal female, maternal male, year, nestbox; note that variances are on the latent link scale and h2 is on the liability scale; VR was fixed to 10 by the authors; this model does not present the cross sex genetic covariance (i.e. VA-VIGE cov) because it was removed as not different from zero (see text); VIGE/VP is also provided as 0.0002","DF","# records = 1005, I do not think they report # IDs w records (which would be # unique females). group size = 2. Not sure about settting the r and cov A-IGE to 0 given it was non-sig; we have recorded the actual value for other studies when they report it as NS if they give it. Is trait mean 0.506, as % copying is 50.6 (Table 2).","no","added h2_social, adeed group size, updated # records and id/records, r and cov DGE-IGE set to NA ","they look at joint effects of partners on a pairs trait (nest choice), in this case I arbitrary chose the female to be the focal and the males to be the social to keep consistency with other breeding traits in other studies; 
id/pedigree is pruned; fixed effects of social: status (see table 1); 
v others provided (in order): dominance female, dominance male, maternal female, maternal male, year, nestbox; 
variances are on the latent link scale and h2 is on the liability scale; VR was fixed to 10 by the authors; ","non_transf",NA,"binary_ordinal","liability","yes","Ficedula albicollis","Gotland_SWE",24,"Revise",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"132","123","IGE0057","2012","Litopenaeus vannamei","arthropods","Hainan Higene Aquaculture Technology, Wenchang City, China","captive","experimental","both","ad",NA,4725,4725,100,91,105,2,"body mass","morphology","no",26.88,"no",4.38,NA,"no","yes",45,"5.06","0.00395",NA,NA,1.01,1.46,NA,NA,NA,NA,8.18,15.88,0.32,NA,0.02,NA,0.00309,NA,11.63,0.73,"Table 2","FS","info on pedigree (families, dams, sires) is taken only from G1 (gen of experiment); G0 is provided but individuals from G0 were also used for control pop, so to be conservative I only included G1; V other 1 is common env effects, V other 2 is test tank effect (see if any of these can be considered PE? I left PE empty). ","MM","MM: I think the other variance components are not PE by themselves, so I would leave it like that
","no",NA,"info on pedigree (families, dams, sires) is taken only from G1 (gen of experiment): G0 is provided but individuals from G0 were also used for control pop, so to be conservative I only included G1; 
V other 1 is common env effects;
V other 2 is test tank effect ","non_transf",NA,"gaussian",NA,"yes","Penaeus vannamei","WenchangCity_CHN",1,"Accept",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133","124","IGE0537","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",35.65,"yes",NA,"restricted feeding (R)","no","yes",8,"0.033","0.0017",0.01,NA,0.025,0.066,NA,NA,NA,NA,NA,NA,0.033,0.0017,-0.505,NA,NA,NA,NA,0.064,"Table 5","FS","trait is measured after weaning so I considered them adults (not sure); there are 2x2 treatments but they are fitted as fixed effects and so there is only one model; mean is provided for the different categories: """"The overall means for ADG were equal
to 51.9 and 36.9 g/day for BS kits on F and R, respectively,
and 49.6 and 34.4 g/day for SS kits on F and R, respectively""""; V other 1 is group and V other 2 is litter; authors do not provide varTBV but TBV: 3.601","MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","no","updated sample sizes and trait mean, adeed h2_social","V other 1 is group and V other 2 is litter; authors do not provide varTBV but TBV: 3.601; VP also provided 56.296; note that exact sample size is calculated assuming treatments are split equal as mentioned in text, same for mean of trait","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP",47,"Revise",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"134","125","IGE0537","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",50.75,"yes",NA,"full feeding (F)","no","yes",8,"0.082","3e-04",0.008,NA,0.023,0.071,NA,NA,NA,NA,NA,NA,0.082,3e-04,-0.03,NA,NA,NA,NA,0.095,"Table 5","FS",NA,"MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","no","whole row of record added","V other 1 is group and V other 2 is litter; authors do not provide varTBV but TBV: 7.484; VP also provided 78.415; note that exact sample size is calculated assuming treatments are split equal as mentioned in text, same for mean of trait","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP",46,"Revise",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"135","126","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"Z,Z-5,9-C25:2","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.187","0.068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"136","127","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"Z-9-C25:1","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.116","0.217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"137","128","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"Z-9-C26:1","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.168","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"138","129","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"2-Me-C26","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.055","0.252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"139","130","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"Z,Z-5,9-C27:2","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.32","0.107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
