Paper_id,X,Record_id,Year,Species_name,Taxon,Population,Population_type,Study_type,Sex,Age,N_id_pedigree,N_records,N_id_w_records,N_sires,N_dams,N_families,Depth_of_ped,Trait_name,Trait_category,Mean_standardized,Trait_mean,Variance_standardized,Trait_sd,Treatment_group,Fixed_eff_of_partner_trait,Other_fixed_eff,Mean_group_size,Va,V_ige,Vpe_foc,Vpe_soc,V_other_1,V_other_2,V_other_3,V_other_4,V_other_5,V_other_6,V_residual,Total_v_phen,H2,Social_h2,R_a_ige,R_pe_pe_soc,Cov_a_ige,Cov_pe_pe_soc,V_tbv,T2,Data_location,Screener_id,Notes,Second_screener_id,Second_screener_notes,Changes_after_second_screening,Data_transf,Trait_mean_transf,Trait_error_distrib,Estimates_scale_nongauss,Vp_group_formula,Species_name.2,Population2,Group_id,Second_screener_original_decision,missingSocial_h2,missingVP,missingVIGE,missingMean,missingVA,missingIdRecords,Total_v_phen2,Trait_mean2,Reported_values_flag,Excluded_after_control,social_h2,Year_of_Publication
IGE0458,121,122,2012-2016,Ficedula albicollis,birds,"Gotland, Sweden",wild,observational,F,ad,2623,1005,1537,NA,NA,NA,15,nesting site preference,behaviour,no,0.497,no,NA,NA,yes,yes,2,0.004,0.008,0.003,0.004,0.007,0.007,0.015,0.01,0.177,0.009,10,0.25,5.00E-04,2.00E-04,NA,NA,NA,NA,NA,0.0013,Table 3,FS,"study type: i chose observational because while they experimentally manipulate preference, social partners choice is not manipulated (birds choose their own mates) which is what we are interested in; they look at joint effects of partners on a pairs trait (nest choice), in this case I arbitrary chose the female to be the focal and the males to be the social to keep consistency with other breeding traits in other studies; id/pedigree is pruned; # of records: doesn't say how many individuals repeated across years, we could go conservative and put the same # of ids (or use the effective sample size of the models?), I left NA at the moment.; fixed effects of social: status (see table 1); v others provided (in order): dominance female, dominance male, maternal female, maternal male, year, nestbox; note that variances are on the latent link scale and h2 is on the liability scale; VR was fixed to 10 by the authors; this model does not present the cross sex genetic covariance (i.e. VA-VIGE cov) because it was removed as not different from zero (see text); VIGE/VP is also provided as 0.0002",DF,"# records = 1005, I do not think they report # IDs w records (which would be # unique females). group size = 2. Not sure about settting the r and cov A-IGE to 0 given it was non-sig; we have recorded the actual value for other studies when they report it as NS if they give it. Is trait mean 0.506, as % copying is 50.6 (Table 2).","added h2_social, adeed group size, updated # records and id/records, r and cov DGE-IGE set to NA ",non_transf,NA,binary_ordinal,liability,yes,Ficedula albicollis,Gotland_SWE,24,Revise,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,0.497,NA,NA,NA,2018
IGE0468,72,73,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running duration - day 1,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.2039,0.0045,NA,NA,0.081,0.0159,NA,NA,NA,NA,0.5343,1,NA,NA,0.4481,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,73,74,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running duration - day 2,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.1574,0.0162,NA,NA,0.0601,0.0144,NA,NA,NA,NA,0.513,1,NA,NA,0.3172,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,74,75,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running duration - day 3,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.1167,0,NA,NA,0.0554,0.0187,NA,NA,NA,NA,0.5341,1,NA,NA,NA,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,75,76,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running duration - day 4,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.1715,0.002,NA,NA,0.0636,0.0101,NA,NA,NA,NA,0.5041,1,NA,NA,-0.1562,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,76,77,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running duration - day 5,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.1779,9.00E-04,NA,NA,0.05047,0.0125,NA,NA,NA,NA,0.5001,1,NA,NA,-0.2334,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; V other 1 should be 0.0547","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,77,78,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running duration- day 6,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.1666,0.014,NA,NA,0.0511,0.0018,NA,NA,NA,NA,0.5013,1,NA,NA,-0.4091,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; VIGE should be 0.0149","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,78,79,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running speed - day 1,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.3644,0,NA,NA,0.0685,0.0072,NA,NA,NA,NA,0.6744,1,NA,NA,NA,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,79,80,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running speed - day 2,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.3595,3.00E-04,NA,NA,0.0711,0,NA,NA,NA,NA,0.692,1,NA,NA,-0.5108,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,80,81,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running speed - day 3,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.3553,1.00E-04,NA,NA,0.0611,0,NA,NA,NA,NA,0.7157,1,NA,NA,0.8463,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,81,82,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running speed - day 4,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.3264,3.00E-04,NA,NA,0.0667,0,NA,NA,NA,NA,0.726,1,NA,NA,0.8663,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,82,83,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running speed- day 5,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.3222,6.00E-04,NA,NA,0.0718,0,NA,NA,NA,NA,0.7288,1,NA,NA,0.9402,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,83,84,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,11420,11420,11420,NA,NA,780,78,Running speed- day 6,behaviour,yes,0,yes,1,Control line,yes,yes,2,0.3259,6.00E-04,NA,NA,0.0717,0,NA,NA,NA,NA,0.7215,1,NA,NA,0.93,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,25,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,84,85,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running duration - day 1,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.0849,0.0017,NA,NA,0.1021,0.0106,NA,NA,NA,NA,0.7057,1,NA,NA,0.7982,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,85,86,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running duration - day 2,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.0838,0.0017,NA,NA,0.0885,0.0271,NA,NA,NA,NA,0.6844,1,NA,NA,0.843,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; r A-IGE should be 0.8843","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,86,87,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running duration - day 3,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.0894,0,NA,NA,0.08,0.0256,NA,NA,NA,NA,0.695,1,NA,NA,NA,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,87,88,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running duration - day 4,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.0833,0,NA,NA,0.0805,0.0258,NA,NA,NA,NA,0.7047,1,NA,NA,NA,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,88,89,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running duration - day 5,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.0862,2.00E-04,NA,NA,0.0829,0.028,NA,NA,NA,NA,0.6974,1,NA,NA,0.9024,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,89,90,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running duration- day 6,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.0792,3.00E-04,NA,NA,0.0816,0.0228,NA,NA,NA,NA,0.699,1,NA,NA,0.9163,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,90,91,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running speed - day 1,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.1618,0.0016,NA,NA,0.0968,0,NA,NA,NA,NA,0.6864,1,NA,NA,-0.1695,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,91,92,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running speed - day 2,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.1667,0.0019,NA,NA,0.1058,0.0037,NA,NA,NA,NA,0.6487,1,NA,NA,0.1856,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,92,93,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running speed - day 3,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.1584,0.0011,NA,NA,0.1037,0.0054,NA,NA,NA,NA,0.6443,1,NA,NA,0.5621,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,93,94,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running speed - day 4,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.1805,0.001,NA,NA,0.092,0.0034,NA,NA,NA,NA,0.6392,1,NA,NA,0.4556,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; VIGE should be 0.0011","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,94,95,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running speed- day 5,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.1778,6.00E-04,NA,NA,0.0875,0.0055,NA,NA,NA,NA,0.6305,1,NA,NA,0.3734,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0468,95,96,NA,Mus musculus,mammals,Wheel running mice,captive,experimental,both,ad,26575,26575,26575,NA,NA,780,78,Running speed- day 6,behaviour,yes,0,yes,1,Selected line,yes,yes,2,0.1726,0.0011,NA,NA,0.0865,0.0033,NA,NA,NA,NA,0.6318,1,NA,NA,0.2406,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,no,Mus musculus,WheelRunning_CAN,26,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,NA,NA,NA,2019
IGE0483,161,162,NA,Gryllus bimaculatus,arthropods,laboratory at the Ludwig Maximilians University of Munich,semicaptive,experimental,M,juv,1161,374,374,47,94,66,1,Aggression,behaviour,no,2.5065,no,NA,nymph low-density,no,no,2,0.11,0.03,0,0,NA,NA,NA,NA,NA,NA,0.45,0.6042,NA,NA,NA,NA,-0.01,-0.01,0.12,NA,"Table S2 for va, Table S4 for totalVa",MM,"mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
",DF,"Change age to """"juv"""". ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees",log,NA,gaussian,NA,no,Gryllus bimaculatus,Capalbio_IT,28,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.6042,2.5065,NA,NA,NA,2018
IGE0483,162,163,NA,Gryllus bimaculatus,arthropods,laboratory at the Ludwig Maximilians University of Munich,semicaptive,experimental,M,ad,1161,636,636,47,94,66,1,Aggression,behaviour,no,2.913,no,NA,Young adult low-density,no,no,2,0.03,0.05,0.05,0.03,NA,NA,NA,NA,NA,NA,0.36,0.521,NA,NA,NA,NA,0.02,-0.004,0.12,NA,"Table S2 for va, Table S4 for totalVa",MM,"mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
",DF,"Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records.I changed to NA the mean valuees",log,NA,gaussian,NA,no,Gryllus bimaculatus,Capalbio_IT,32,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.521,2.913,NA,NA,NA,2018
IGE0483,163,164,NA,Gryllus bimaculatus,arthropods,laboratory at the Ludwig Maximilians University of Munich,semicaptive,experimental,M,ad,1161,470,470,47,94,66,1,Aggression,behaviour,no,2.6466,no,NA,old adult low-density,no,no,2,0.1,0.06,0.02,0.02,NA,NA,NA,NA,NA,NA,0.55,0.7853,NA,NA,NA,NA,0.03,-0.01,0.22,NA,"Table S2 for va, Table S4 for totalVa",MM,"mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
",DF,"Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to 0.0? Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values",log,NA,gaussian,NA,no,Gryllus bimaculatus,Capalbio_IT,30,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.7853,2.6466,NA,NA,NA,2018
IGE0483,164,165,NA,Gryllus bimaculatus,arthropods,laboratory at the Ludwig Maximilians University of Munich,semicaptive,experimental,M,juv,1161,359,359,47,94,66,1,Aggression,behaviour,no,2.4942,no,NA,nymph high-density,no,no,2,0.11,0.004,0,0,NA,NA,NA,NA,NA,NA,0.39,0.5376,NA,NA,NA,NA,-0.002,-0.001,0.1,NA,"Table S2 for va, Table S4 for totalVa",MM,"mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
",DF,"Change age to """"juv"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to -0.21? Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values",log,NA,gaussian,NA,no,Gryllus bimaculatus,Capalbio_IT,27,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.5376,2.4942,NA,NA,NA,2018
