"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","direct_social","dat3A_var","dat3A_var_l","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0468","95",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed- day 5","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,6e-04,NA,NA,0.0875,0.0055,NA,NA,NA,NA,0.6305,1,NA,NA,0.3734,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,6e-04,6e-04,0.1778,0.1778,0.001,3.76335992774349e-05,NA,"V_ige_2",6e-04,-7.41858090274813,10.1877262032101,180,"Mus musculus"
"IGE0468","96",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed- day 6","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.0011,NA,NA,0.0865,0.0033,NA,NA,NA,NA,0.6318,1,NA,NA,0.2406,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0011,0.0011,0.1726,0.1726,0.001,3.76335992774349e-05,NA,"V_a",0.1726,-1.75677850033281,10.1877262032101,181,"Mus musculus"
"IGE0468","96",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed- day 6","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.0011,NA,NA,0.0865,0.0033,NA,NA,NA,NA,0.6318,1,NA,NA,0.2406,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0011,0.0011,0.1726,0.1726,0.001,3.76335992774349e-05,NA,"V_ige_2",0.0011,-6.81244509917781,10.1877262032101,182,"Mus musculus"
"IGE0483","162",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,374,374,47,94,66,1,"Aggression","behaviour","no",2.5065,"no",NA,"nymph low-density","no","no",2,0.03,0,0,NA,NA,NA,NA,NA,NA,0.45,0.6042,NA,NA,NA,NA,-0.01,-0.01,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","28","Revise",0.6042,2.5065,NA,NA,NA,2018,NA,0.6042,0.0496524329692155,0.0496524329692155,0.182058920887123,0.182058920887123,0.05,0.00269541778975741,NA,"V_a",0.11,-2.20727491318972,5.92425579741453,183,"Gryllus bimaculatus"
"IGE0483","162",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,374,374,47,94,66,1,"Aggression","behaviour","no",2.5065,"no",NA,"nymph low-density","no","no",2,0.03,0,0,NA,NA,NA,NA,NA,NA,0.45,0.6042,NA,NA,NA,NA,-0.01,-0.01,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","28","Revise",0.6042,2.5065,NA,NA,NA,2018,NA,0.6042,0.0496524329692155,0.0496524329692155,0.182058920887123,0.182058920887123,0.05,0.00269541778975741,NA,"V_ige_2",0.03,-3.50655789731998,5.92425579741453,184,"Gryllus bimaculatus"
"IGE0483","163",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,636,636,47,94,66,1,"Aggression","behaviour","no",2.913,"no",NA,"Young adult low-density","no","no",2,0.05,0.05,0.03,NA,NA,NA,NA,NA,NA,0.36,0.521,NA,NA,NA,NA,0.02,-0.004,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records.I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","32","Revise",0.521,2.913,NA,NA,NA,2018,NA,0.521,0.0959692898272553,0.0959692898272553,0.0575815738963532,0.0575815738963532,0.096,0.00157977883096367,NA,"V_a",0.03,-3.50655789731998,6.45519856334012,185,"Gryllus bimaculatus"
"IGE0483","163",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,636,636,47,94,66,1,"Aggression","behaviour","no",2.913,"no",NA,"Young adult low-density","no","no",2,0.05,0.05,0.03,NA,NA,NA,NA,NA,NA,0.36,0.521,NA,NA,NA,NA,0.02,-0.004,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records.I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","32","Revise",0.521,2.913,NA,NA,NA,2018,NA,0.521,0.0959692898272553,0.0959692898272553,0.0575815738963532,0.0575815738963532,0.096,0.00157977883096367,NA,"V_ige_2",0.05,-2.99573227355399,6.45519856334012,186,"Gryllus bimaculatus"
"IGE0483","164",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,470,470,47,94,66,1,"Aggression","behaviour","no",2.6466,"no",NA,"old adult low-density","no","no",2,0.06,0.02,0.02,NA,NA,NA,NA,NA,NA,0.55,0.7853,NA,NA,NA,NA,0.03,-0.01,0.22,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to 0.0? Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","30","Revise",0.7853,2.6466,NA,NA,NA,2018,NA,0.7853,0.0764039220679995,0.0764039220679995,0.127339870113333,0.127339870113333,0.077,0.00214132762312634,NA,"V_a",0.1,-2.30258509299405,6.1527326947041,187,"Gryllus bimaculatus"
"IGE0483","164",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,470,470,47,94,66,1,"Aggression","behaviour","no",2.6466,"no",NA,"old adult low-density","no","no",2,0.06,0.02,0.02,NA,NA,NA,NA,NA,NA,0.55,0.7853,NA,NA,NA,NA,0.03,-0.01,0.22,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to 0.0? Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","30","Revise",0.7853,2.6466,NA,NA,NA,2018,NA,0.7853,0.0764039220679995,0.0764039220679995,0.127339870113333,0.127339870113333,0.077,0.00214132762312634,NA,"V_ige_2",0.06,-2.81341071676004,6.1527326947041,188,"Gryllus bimaculatus"
"IGE0483","165",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,359,359,47,94,66,1,"Aggression","behaviour","no",2.4942,"no",NA,"nymph high-density","no","no",2,0.004,0,0,NA,NA,NA,NA,NA,NA,0.39,0.5376,NA,NA,NA,NA,-0.002,-0.001,0.1,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to -0.21? Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","27","Revise",0.5376,2.4942,NA,NA,NA,2018,NA,0.5376,0.00744047619047619,0.00744047619047619,0.204613095238095,0.204613095238095,0.007,0.00280898876404494,NA,"V_a",0.11,-2.20727491318972,5.88332238848828,189,"Gryllus bimaculatus"
"IGE0483","165",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,359,359,47,94,66,1,"Aggression","behaviour","no",2.4942,"no",NA,"nymph high-density","no","no",2,0.004,0,0,NA,NA,NA,NA,NA,NA,0.39,0.5376,NA,NA,NA,NA,-0.002,-0.001,0.1,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to -0.21? Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","27","Revise",0.5376,2.4942,NA,NA,NA,2018,NA,0.5376,0.00744047619047619,0.00744047619047619,0.204613095238095,0.204613095238095,0.007,0.00280898876404494,NA,"V_ige_2",0.004,-5.52146091786225,5.88332238848828,190,"Gryllus bimaculatus"
"IGE0483","166",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,771,771,47,94,66,1,"Aggression","behaviour","no",2.9269,"no",NA,"Young adult high-density","no","no",2,0.004,0.01,0,NA,NA,NA,NA,NA,NA,0.36,0.4705,NA,NA,NA,NA,-0.001,-0.001,0.11,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mea to 0.30? Mean group size is 2","changed age to ad and  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","31","Revise",0.4705,2.9269,NA,NA,NA,2018,NA,0.4705,0.00850159404888417,0.00850159404888417,0.212539851222104,0.212539851222104,0.009,0.00130208333333333,NA,"V_a",0.1,-2.30258509299405,6.64768837356333,191,"Gryllus bimaculatus"
"IGE0483","166",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,771,771,47,94,66,1,"Aggression","behaviour","no",2.9269,"no",NA,"Young adult high-density","no","no",2,0.004,0.01,0,NA,NA,NA,NA,NA,NA,0.36,0.4705,NA,NA,NA,NA,-0.001,-0.001,0.11,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mea to 0.30? Mean group size is 2","changed age to ad and  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","31","Revise",0.4705,2.9269,NA,NA,NA,2018,NA,0.4705,0.00850159404888417,0.00850159404888417,0.212539851222104,0.212539851222104,0.009,0.00130208333333333,NA,"V_ige_2",0.004,-5.52146091786225,6.64768837356333,192,"Gryllus bimaculatus"
"IGE0483","167",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,467,467,47,94,66,1,"Aggression","behaviour","no",2.5545,"no",NA,"old adult high-density","no","no",2,0.001,0.13,0.02,NA,NA,NA,NA,NA,NA,0.49,0.8452,NA,NA,NA,NA,-0.002,0.05,0.2,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? Move values for #records to ID with records. Change to -0.14? Mean group size is 2","changed age to and #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","29","Revise",0.8452,2.5545,NA,NA,NA,2018,NA,0.8452,0.00118315191670611,0.00118315191670611,0.236630383341221,0.236630383341221,0.001,0.0021551724137931,NA,"V_a",0.2,-1.6094379124341,6.1463292576689,193,"Gryllus bimaculatus"
"IGE0483","167",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,467,467,47,94,66,1,"Aggression","behaviour","no",2.5545,"no",NA,"old adult high-density","no","no",2,0.001,0.13,0.02,NA,NA,NA,NA,NA,NA,0.49,0.8452,NA,NA,NA,NA,-0.002,0.05,0.2,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? Move values for #records to ID with records. Change to -0.14? Mean group size is 2","changed age to and #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","29","Revise",0.8452,2.5545,NA,NA,NA,2018,NA,0.8452,0.00118315191670611,0.00118315191670611,0.236630383341221,0.236630383341221,0.001,0.0021551724137931,NA,"V_ige_2",0.001,-6.90775527898214,6.1463292576689,194,"Gryllus bimaculatus"
"IGE0493","44","1992-2017","Tamiasciurus hudsonicus","mammals","Yukon Territory, Canada","wild","observational","F","ad",NA,525,402,NA,NA,NA,NA,"parturition date","reproduction","yes",NA,"yes",NA,NA,"yes","yes",2,1e-04,1e-04,NA,0.714,NA,NA,NA,NA,NA,0.199,NA,0.147,NA,NA,NA,1e-04,NA,NA,NA,"Table S5","AST","mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner; parturition date was standardized by subtracting the mean and dividing by the SD","FS",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Tamiasciurus hudsonicus","Kluane_CAN","33","Accept",NA,0,"YES",NA,NA,2019,0.299319727891156,0.299319727891156,0.000334090909090909,0.000334090909090909,0.147,0.147,0,0.0025062656641604,NA,"V_a",0.044,-3.12356564506388,5.99645208861902,195,"Tamiasciurus hudsonicus"
"IGE0493","44","1992-2017","Tamiasciurus hudsonicus","mammals","Yukon Territory, Canada","wild","observational","F","ad",NA,525,402,NA,NA,NA,NA,"parturition date","reproduction","yes",NA,"yes",NA,NA,"yes","yes",2,1e-04,1e-04,NA,0.714,NA,NA,NA,NA,NA,0.199,NA,0.147,NA,NA,NA,1e-04,NA,NA,NA,"Table S5","AST","mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner; parturition date was standardized by subtracting the mean and dividing by the SD","FS",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Tamiasciurus hudsonicus","Kluane_CAN","33","Accept",NA,0,"YES",NA,NA,2019,0.299319727891156,0.299319727891156,0.000334090909090909,0.000334090909090909,0.147,0.147,0,0.0025062656641604,NA,"V_ige_2",1e-04,-9.21034037197618,5.99645208861902,196,"Tamiasciurus hudsonicus"
"IGE0494","190","2008-2013","Sus scrofa","mammals","IRTA experimental facilities (Spain)","captive","experimental","both","juv",5013,663,663,883,2914,NA,NA,"average daily gain","development","no",837.9,"no",96.42,NA,"no","yes",12,0.004,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.75,NA,NA,-0.39,NA,-0.018,NA,0.43,0.54,"Table 3, model AM- IGE","MM","v1= pen environmental variance
","AST","change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset; I am not sure if 57 actually refers to # families; despite not knowing the exact mean group size, they say it ranged from 10 to 14, so we could consider using this information if the authors do not provide exact values after email contact; I cannot figure out why fixed eff of partner trait was set to yes","changed to Sus scrofa and development trait, group size  changed from NA to 10+14/2=12, social fixed effect changed to no, changed #family to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Irta_ESP","34","Revise",0.75,837.9,NA,NA,NA,2019,NA,0.75,0.00533333333333333,0.00533333333333333,0.506666666666667,0.506666666666667,0.005,0.00151515151515152,NA,"V_a",0.38,-0.967584026261706,6.49677499018586,197,"Sus scrofa"
"IGE0494","190","2008-2013","Sus scrofa","mammals","IRTA experimental facilities (Spain)","captive","experimental","both","juv",5013,663,663,883,2914,NA,NA,"average daily gain","development","no",837.9,"no",96.42,NA,"no","yes",12,0.004,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.75,NA,NA,-0.39,NA,-0.018,NA,0.43,0.54,"Table 3, model AM- IGE","MM","v1= pen environmental variance
","AST","change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset; I am not sure if 57 actually refers to # families; despite not knowing the exact mean group size, they say it ranged from 10 to 14, so we could consider using this information if the authors do not provide exact values after email contact; I cannot figure out why fixed eff of partner trait was set to yes","changed to Sus scrofa and development trait, group size  changed from NA to 10+14/2=12, social fixed effect changed to no, changed #family to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Irta_ESP","34","Revise",0.75,837.9,NA,NA,NA,2019,NA,0.75,0.00533333333333333,0.00533333333333333,0.506666666666667,0.506666666666667,0.005,0.00151515151515152,NA,"V_ige_2",0.004,-5.52146091786225,6.49677499018586,198,"Sus scrofa"
"IGE0501","2","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"approach rate","behaviour","no",0.4925,"no",NA,NA,"no","yes",2,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0775,NA,NA,-0.3,NA,NA,NA,0.015,0.19,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.202","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0775,0.4925,NA,NA,NA,2009,NA,0.0775,0.0387096774193548,0.0387096774193548,0.206451612903226,0.206451612903226,0.039,0.00813008130081301,NA,"V_a",0.016,-4.13516655674236,4.83628190695148,199,"Peromyscus maniculatus sonoriensis"
"IGE0501","2","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"approach rate","behaviour","no",0.4925,"no",NA,NA,"no","yes",2,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0775,NA,NA,-0.3,NA,NA,NA,0.015,0.19,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.202","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0775,0.4925,NA,NA,NA,2009,NA,0.0775,0.0387096774193548,0.0387096774193548,0.206451612903226,0.206451612903226,0.039,0.00813008130081301,NA,"V_ige_2",0.003,-5.80914299031403,4.83628190695148,200,"Peromyscus maniculatus sonoriensis"
"IGE0501","3","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"naso-anal contact rate","behaviour","no",0.182,"no",NA,NA,"no","yes",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0471,NA,NA,NA,NA,NA,NA,0.001,0.034,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.033","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0471,0.182,NA,NA,NA,2009,NA,0.0471,0,0,0.0212314225053079,0.0212314225053079,0,0.00813008130081301,NA,"V_a",0.001,-6.90775527898214,4.83628190695148,201,"Peromyscus maniculatus sonoriensis"
"IGE0501","3","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"naso-anal contact rate","behaviour","no",0.182,"no",NA,NA,"no","yes",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0471,NA,NA,NA,NA,NA,NA,0.001,0.034,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.033","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0471,0.182,NA,NA,NA,2009,NA,0.0471,0,0,0.0212314225053079,0.0212314225053079,0,0.00813008130081301,NA,"V_ige_2",1e-04,-9.21034037197618,4.83628190695148,202,"Peromyscus maniculatus sonoriensis"
"IGE0501","4","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"mounting rate","behaviour","no",0.166,"no",NA,NA,"no","yes",2,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0793,NA,NA,-0.853,NA,NA,NA,0.002,0.025,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed ; h2 estimated in a different model (without IGEs) as 0.036","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0793,0.166,NA,NA,NA,2009,NA,0.0793,0.0630517023959647,0.0630517023959647,0.0882723833543506,0.0882723833543506,0.063,0.00813008130081301,NA,"V_a",0.007,-4.96184512992682,4.83628190695148,203,"Peromyscus maniculatus sonoriensis"
"IGE0501","4","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"mounting rate","behaviour","no",0.166,"no",NA,NA,"no","yes",2,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0793,NA,NA,-0.853,NA,NA,NA,0.002,0.025,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed ; h2 estimated in a different model (without IGEs) as 0.036","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0793,0.166,NA,NA,NA,2009,NA,0.0793,0.0630517023959647,0.0630517023959647,0.0882723833543506,0.0882723833543506,0.063,0.00813008130081301,NA,"V_ige_2",0.005,-5.29831736654804,4.83628190695148,204,"Peromyscus maniculatus sonoriensis"
"IGE0501","5","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"rearing rate","behaviour","no",0.2461,"no",NA,NA,"no","yes",2,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0707,NA,NA,0.789,NA,NA,NA,0.047,0.607,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.098","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0707,0.2461,NA,NA,NA,2009,NA,0.0707,0.127298444130127,0.127298444130127,0.254596888260255,0.254596888260255,0.128,0.00813008130081301,NA,"V_a",0.018,-4.01738352108597,4.83628190695148,205,"Peromyscus maniculatus sonoriensis"
