"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","H2_2_Zr","I_a","I_ige","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","T2_2","RDSUR","T2_new","R_a_ige_calc","R_a_ige_2","R_a_ige_2_Zr","Species_name.2.phylo"
"IGE0243","121","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"longissimus muscle area (LM)","morphology","no",30.75,"no",4.31,NA,"no","yes",10,4.02,0.01,NA,NA,1.2,0.7,NA,NA,NA,NA,8.56,14.1,0.285,0.001,-0.628,NA,-0.15,NA,4.406,NA,"Table 3 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?)","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",14.1,30.75,NA,NA,NA,2010,14.1052631578947,14.1,0.000709219858156028,0.001,0.285106382978723,0.285,0.001,0.000284981476204047,0.001,0.293,0.00425143763632758,1.05757155132527e-05,2.13,0.01,2.13,4.406,0.312482269503546,0.312482269503546,2.67,0.18936170212766,-0.748132002080725,-0.628,-0.738,"Sus scrofa"
"IGE0291","118","2000-2003","Sus scrofa","mammals","Pig Improvement Company, Franklin, KY, US","captive","experimental","both","ad",43585,11235,11235,770,3850,NA,NA,"average daily gain (ADG)","development","no",991.5,"no",120.5,NA,"no","yes",15,2410,18,NA,126,971,NA,NA,NA,NA,NA,6916,NA,0.2,0.001,NA,NA,48,NA,NA,NA,"Table 2 (model 4)","FS","# dams is based on 770 sires having 5 dams on average; formula for estimating VP is provided in Table 2 caption; Model 4 was chosen because it also reports VPE soc and likelihood of models and estimates are similar, I didn't pick the best fitting model because it did not estimate most of the variances; V other 1 is litter ","DF","Calc VP as 12313, seems worth entering otherwise we might miss it if I record this as """"Accept""""","added h2_social","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigImprovementCompany_US","12","Revise",NA,991.5,NA,NA,NA,2008,12050,12050,0.00149377593360996,0.001,0.2,0.2,0.001,8.9031339031339e-05,0.001,0.203,0.00245149835121478,1.83099461916456e-05,7282,18,7282,7282,0.604315352697095,0.604315352697095,3082,0.255767634854772,0.230460480766271,0.230460480766271,0.235,"Sus scrofa"
"IGE0292","147","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"neck bite marks","behaviour","no",2.02,"no",2.1,NA,"no","yes",3.18,1.67,0.15,NA,NA,1.3,2.3,NA,NA,NA,NA,NA,4.4754,NA,NA,0.86,NA,0.24,NA,0.86,0.48,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 1) total Va is 1.67, 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, VA updated","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",4.4754,2.02,NA,NA,NA,2016,NA,4.4754,0.0335165571792466,0.0335165571792466,0.373151003262278,0.373151003262278,0.034,0.000508646998982706,NA,0.392,0.409273600627389,0.0367611018527595,3.42926,0.15,3.42926,0.86,0.192161594494347,0.48,2.1932,0.49005675470349,0.479520718802096,0.86,1.293,"Neovison vison"
"IGE0292","148","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"body bite marks","behaviour","no",2.2,"no",2.43,NA,"no","yes",3.18,0.93,0.27,NA,NA,3.12,3.57,NA,NA,NA,NA,NA,5.9418,NA,NA,0.8,NA,0.4,NA,2.91,0.59,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM:  2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",5.9418,2.2,NA,NA,NA,2016,NA,5.9418,0.0454407755225689,0.0454407755225689,0.15651822679996,0.15651822679996,0.045,0.000508646998982706,NA,0.158,0.192148760330578,0.0557851239669421,3.957148,0.27,3.957148,2.91,0.489750580632132,0.59,1.802,0.303275101820997,0.798245786785666,0.8,1.099,"Neovison vison"
"IGE0292","149","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.6,NA,"no","yes",3.18,0.75,0.11,NA,NA,2.66,5.68,NA,NA,NA,NA,NA,6.7858,NA,NA,0.86,NA,0.25,NA,1.81,0.33,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",6.7858,2.22,NA,NA,NA,2016,NA,6.7858,0.016210321553833,0.016210321553833,0.110524919685225,0.110524919685225,0.016,0.000508646998982706,NA,0.111,0.15217920623326,0.0223196169142115,2.362764,0.11,2.362764,1.81,0.266733472840343,0.33,1.295,0.190839694656489,0.870388279778489,0.86,1.293,"Neovison vison"
"IGE0347","53","1993","Gallus gallus","birds","White Leghorns, Denmark","captive","experimental","F","juv",310,310,310,20,88,NA,2,"Performing feather pecks 6 weeks","behaviour","no",NA,"no",NA,NA,"no","yes",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.15,0.6,NA,NA,NA,NA,NA,"Table 2; Table 3","DF","Originally I calculated the trait means myself as total number each / number of birds (Table 1). However, since they log the trait values then the mean of analysed variables is not this, nor is it simply the log of the mean. So have entered NA. I used the correlation with """"performing"""" the same trait as the est of the A-IGE correlation","MM","MM: 1) log-transformed response variables, 2) Fixed effects included: """"bi is the vector of fixed effects of the general mean and the time of investigation for the ith trait"""", 3) Im not sure it is correct to use COVa for performing and receiving, because in that case, we should consider DGE=h2 of performing, IGE=h2 of receiving, and now you only collected data for receiving
","changed """"other fixed effects"""" to yes. Renamed variables as """"performing"""" rather than receiving. Set trait mean as """"NA"""" as we don't know what the mean of the logged values would have been. Enter values for performing pecks as h2 and receiving pecks as the social heritability ","log",NA,"gaussian",NA,NA,"Gallus gallus","WhiteLeghorns_DK","15","Revise",NA,NA,NA,NA,NA,1997,NA,NA,NA,0.15,NA,0.06,0.151,0.00325732899022801,0.151,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.693,"Gallus gallus"
"IGE0347","54","1993","Gallus gallus","birds","White Leghorns, Denmark","captive","experimental","F","juv",310,310,310,20,88,NA,2,"Performing bouts of feather pecks 6 weeks","behaviour","no",NA,"no",NA,NA,"no","yes",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.15,0.21,NA,NA,NA,NA,NA,"Table 2; Table 3","DF","Originally I calculated the trait means myself as total number each / number of birds (Table 1). However, since they log the trait values then the mean of analysed variables is not this, nor is it simply the log of the mean. So have entered NA. I used the correlation with """"performing"""" the same trait as the est of the A-IGE correlation","MM","MM: 1) log-transformed response variables, 2) Fixed effects included: """"bi is the vector of fixed effects of the general mean and the time of investigation for the ith trait"""", 3) Im not sure it is correct to use COVa for performing and receiving, because in that case, we should consider DGE=h2 of performing, IGE=h2 of receiving, and now you only collected data for receiving","changed """"other fixed effects"""" to yes. Renamed variables as """"performing"""" rather than receiving. Set trait mean as """"NA"""" as we don't know what the mean of the logged values would have been. Enter values for performing pecks as h2 and receiving pecks as the social heritability ","log",NA,"gaussian",NA,NA,"Gallus gallus","WhiteLeghorns_DK","15","Revise",NA,NA,NA,NA,NA,1997,NA,NA,NA,0.15,NA,0.13,0.151,0.00325732899022801,0.151,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.213,"Gallus gallus"
"IGE0347","57","1993","Gallus gallus","birds","White Leghorns, Denmark","captive","experimental","F","juv",253,253,253,20,88,NA,2,"Performing feather pecks 69 weeks","behaviour","no",NA,"no",NA,NA,"no","yes",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.04,-0.17,NA,NA,NA,NA,NA,"Table 2; Table 3","DF","Originally I calculated the trait means myself as total number each / number of birds (Table 1). However, since they log the trait values then the mean of analysed variables is not this, nor is it simply the log of the mean. So have entered NA. I used the correlation with """"performing"""" the same trait as the est of the A-IGE correlation","MM","MM: 1) log-transformed response variables, 2) Fixed effects included: """"bi is the vector of fixed effects of the general mean and the time of investigation for the ith trait"""", 3) different group size """"each group of 20 birds"""",  4) are they really juvenile at 69 weeks?, 5) Im not sure it is correct to use COVa for performing and receiving, because in that case, we should consider DGE=h2 of performing, IGE=h2 of receiving, and now you only collected data for receiving
","changed """"other fixed effects"""" to yes. Renamed variables as """"performing"""" rather than receiving. Set trait mean as """"NA"""" as we don't know what the mean of the logged values would have been. Enter values for performing pecks as h2 and receiving pecks as the social heritability ","log",NA,"gaussian",NA,NA,"Gallus gallus","WhiteLeghorns_DK","15","Revise",NA,NA,NA,NA,NA,1997,NA,NA,NA,0.04,NA,0.38,0.04,0.004,0.04,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,-0.172,"Gallus gallus"
"IGE0380","41","2009-2011","Oreochromis niloticus","fish","Aquaculture Extension Center, Jitra, Kedah State,Malaysia","captive","experimental","both","ad",37670,6330,6330,140,167,NA,10,"harvest live weight","morphology","no",166,"no",58.97,NA,"yes","yes",16,0.036,7e-05,NA,NA,0.016,0.01,NA,NA,NA,NA,0.04,0.103,NA,NA,-0.38,NA,-6e-04,NA,0.033,0.32,"Table 5","AST","Year assigned as 2009-2011 because year 2012 was excluded from the analyses; harvest weight was transformed to natural logarithm; fixed eff of partner trait set to yes because one fixed effect is average age at harvest of the group mates; V other 1 = group effects, V other 2 = non-genetic kin effects; group size is accounted for when estimating τ2","FS","note that model 3 is not the one with lowest AIC but it's the most complete  one that estimates DGE and IGE (others that include maternal effects don't have either DGE or IGE)",NA,"log","no","gaussian",NA,"yes","Oreochromis niloticus","Jitra_MY","17","Accept",0.103,166,NA,NA,NA,2016,NA,0.103,0.000679611650485437,0.000679611650485437,0.349514563106796,0.349514563106796,0.001,0.000158052789631737,NA,0.365,1.30643054144288e-06,2.54028160836116e-09,0.03375,7e-05,0.03375,0.033,0.320388349514563,0.32,0.027,0.262135922330097,-0.377964473009227,-0.38,-0.4,"Oreochromis niloticus"
"IGE0385","197","2001-2015","Sus scrofa","mammals","Yorkshire Sunjin, Danyang, Korea,","captive","experimental","both","ad",37858,33120,33120,385,2520,NA,3,"average daily gain","development","no",802,"no",93,NA,"no","yes",8.2,2437,18,NA,NA,298,249,32,NA,NA,NA,3816,7163,0.34,NA,0.03,NA,5,NA,3464,0.48,"Table 2-3","MM","v1= group variance
v2= birth litter variance
v3= social early-life E variance
","DF","I think there are 37858 ID in pedigree and 33120 ID with records; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, changed to 37858 ID in pedigree and 33120 ID with records; changed social fixed effect to no","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","YorkshireSunjin_KOR","18","Revise",7163,802,NA,NA,NA,2019,7167.64705882353,7163,0.00251291358369398,0.00251291358369398,0.340220577970124,0.34,0.003,3.01959718573542e-05,NA,0.354,0.00378884459673758,2.79849005914142e-05,3442.12,18,3442.12,3464,0.483596258550887,0.48,2473,0.345246405137512,0.0238729444340132,0.03,0.03,"Sus scrofa"
"IGE0391","198",NA,"Sus scrofa","mammals","experimental farm of Institute for Pig Genetics (IPG) and experimental farm of the Animal Science Group (ASG), Netherlands","captive","experimental","F","ad",33764,17372,7176,528,623,NA,3,"daily gain","development","no",862,"no",95,NA,"no","yes",8.5,NA,NA,NA,NA,0.04,0.09,0.16,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,2654,0.34,"Table 3 & 5","MM","v1= common enviroment effects
v2= pen effets
v3=barn within comptemporary group effects

DIDNT ESTIMATE IGES SEPARATED FROM DGES

","DF","AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","PigGenetics_NL","20","Revise",NA,862,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,0.00013941168269901,NA,NA,NA,NA,NA,NA,NA,2654,NA,0.34,NA,NA,NA,0.01,0.01,"Sus scrofa"
"IGE0391","200",NA,"Sus scrofa","mammals","experimental farm of Institute for Pig Genetics (IPG) and experimental farm of the Animal Science Group (ASG), Netherlands","captive","experimental","F","ad",33764,7723,7176,528,623,NA,3,"feed intake","metabolism & physiology","no",2156,"no",306,NA,"no","yes",8.5,NA,NA,NA,NA,0.03,0.17,0.25,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,24568,0.35,"Table 3 & 5","MM","v1= common enviroment effects
v2= pen effets
v3=barn within comptemporary group effects

DIDNT ESTIMATE IGES SEPARATED FROM DGES

","DF","AST comment: change to Sus scrofa for consistency","changed to Sus scrofa","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","PigGenetics_NL","20","Revise",NA,2156,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,0.00013941168269901,NA,NA,NA,NA,NA,NA,NA,24568,NA,0.35,NA,NA,NA,0.05,0.05,"Sus scrofa"
"IGE0468","73",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running duration - day 1","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.2039,0.0045,NA,NA,0.081,0.0159,NA,NA,NA,NA,0.5343,1,NA,NA,0.4481,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,0.0045,0.0045,0.2039,0.2039,0.005,8.75886835420864e-05,NA,0.207,NA,NA,NA,0.0045,NA,NA,NA,NA,NA,NA,NA,0.4481,0.482,"Mus musculus"
"IGE0468","74",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running duration - day 2","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.1574,0.0162,NA,NA,0.0601,0.0144,NA,NA,NA,NA,0.513,1,NA,NA,0.3172,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,0.0162,0.0162,0.1574,0.1574,0.016,8.75886835420864e-05,NA,0.159,NA,NA,NA,0.0162,NA,NA,NA,NA,NA,NA,NA,0.3172,0.329,"Mus musculus"
"IGE0468","76",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running duration - day 4","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.1715,0.002,NA,NA,0.0636,0.0101,NA,NA,NA,NA,0.5041,1,NA,NA,-0.1562,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,0.002,0.002,0.1715,0.1715,0.002,8.75886835420864e-05,NA,0.173,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,-0.1562,-0.157,"Mus musculus"
"IGE0468","77",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running duration - day 5","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.1779,9e-04,NA,NA,0.05047,0.0125,NA,NA,NA,NA,0.5001,1,NA,NA,-0.2334,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; V other 1 should be 0.0547","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,9e-04,9e-04,0.1779,0.1779,0.001,8.75886835420864e-05,NA,0.18,NA,NA,NA,9e-04,NA,NA,NA,NA,NA,NA,NA,-0.2334,-0.238,"Mus musculus"
"IGE0468","78",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running duration- day 6","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.1666,0.014,NA,NA,0.0511,0.0018,NA,NA,NA,NA,0.5013,1,NA,NA,-0.4091,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; VIGE should be 0.0149","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,0.014,0.014,0.1666,0.1666,0.014,8.75886835420864e-05,NA,0.168,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,-0.4091,-0.435,"Mus musculus"
"IGE0468","80",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running speed - day 2","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.3595,3e-04,NA,NA,0.0711,0,NA,NA,NA,NA,0.692,1,NA,NA,-0.5108,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,3e-04,3e-04,0.3595,0.3595,0,8.75886835420864e-05,NA,0.376,NA,NA,NA,3e-04,NA,NA,NA,NA,NA,NA,NA,-0.5108,-0.564,"Mus musculus"
"IGE0468","81",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running speed - day 3","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.3553,1e-04,NA,NA,0.0611,0,NA,NA,NA,NA,0.7157,1,NA,NA,0.8463,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,1e-04,1e-04,0.3553,0.3553,0,8.75886835420864e-05,NA,0.371,NA,NA,NA,1e-04,NA,NA,NA,NA,NA,NA,NA,0.8463,1.243,"Mus musculus"
"IGE0468","82",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running speed - day 4","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.3264,3e-04,NA,NA,0.0667,0,NA,NA,NA,NA,0.726,1,NA,NA,0.8663,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,3e-04,3e-04,0.3264,0.3264,0,8.75886835420864e-05,NA,0.339,NA,NA,NA,3e-04,NA,NA,NA,NA,NA,NA,NA,0.8663,1.318,"Mus musculus"
"IGE0468","83",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running speed- day 5","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.3222,6e-04,NA,NA,0.0718,0,NA,NA,NA,NA,0.7288,1,NA,NA,0.9402,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,6e-04,6e-04,0.3222,0.3222,0.001,8.75886835420864e-05,NA,0.334,NA,NA,NA,6e-04,NA,NA,NA,NA,NA,NA,NA,0.9402,1.74,"Mus musculus"
"IGE0468","84",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running speed- day 6","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,0.3259,6e-04,NA,NA,0.0717,0,NA,NA,NA,NA,0.7215,1,NA,NA,0.93,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","25","Revise",1,0,NA,NA,NA,2019,NA,1,6e-04,6e-04,0.3259,0.3259,0.001,8.75886835420864e-05,NA,0.338,NA,NA,NA,6e-04,NA,NA,NA,NA,NA,NA,NA,0.93,1.658,"Mus musculus"
"IGE0468","85",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 1","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.0849,0.0017,NA,NA,0.1021,0.0106,NA,NA,NA,NA,0.7057,1,NA,NA,0.7982,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0017,0.0017,0.0849,0.0849,0.002,3.76335992774349e-05,NA,0.085,NA,NA,NA,0.0017,NA,NA,NA,NA,NA,NA,NA,0.7982,1.094,"Mus musculus"
