"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","H2_2_Zr","direct_social","dat3C_I","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0292","148","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"body bite marks","behaviour","no",2.2,"no",2.43,NA,"no","yes",3.18,0.93,0.27,NA,NA,3.12,3.57,NA,NA,NA,NA,NA,5.9418,NA,NA,0.8,NA,0.4,NA,2.91,0.59,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM:  2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",5.9418,2.2,NA,NA,NA,2016,NA,5.9418,0.0454407755225689,0.0454407755225689,0.15651822679996,0.15651822679996,0.045,0.000508646998982706,NA,0.158,"I_ige",0.0557851239669421,7.58528107863913,98,"Neovison vison"
"IGE0292","149","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.6,NA,"no","yes",3.18,0.75,0.11,NA,NA,2.66,5.68,NA,NA,NA,NA,NA,6.7858,NA,NA,0.86,NA,0.25,NA,1.81,0.33,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",6.7858,2.22,NA,NA,NA,2016,NA,6.7858,0.016210321553833,0.016210321553833,0.110524919685225,0.110524919685225,0.016,0.000508646998982706,NA,0.111,"I_a",0.15217920623326,7.58528107863913,99,"Neovison vison"
"IGE0292","149","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.6,NA,"no","yes",3.18,0.75,0.11,NA,NA,2.66,5.68,NA,NA,NA,NA,NA,6.7858,NA,NA,0.86,NA,0.25,NA,1.81,0.33,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",6.7858,2.22,NA,NA,NA,2016,NA,6.7858,0.016210321553833,0.016210321553833,0.110524919685225,0.110524919685225,0.016,0.000508646998982706,NA,0.111,"I_ige",0.0223196169142115,7.58528107863913,100,"Neovison vison"
"IGE0294","188","2001-2004","Sus scrofa","mammals","Smithfield Premium Genetics Group (Roanoke Rapids, NC)","captive","experimental","F","ad",8004,4946,4946,NA,NA,2409,NA,"average daily weight","development","no",611,"no",46,NA,"no","no",13.7,265,50,NA,NA,168,90,NA,NA,NA,NA,1224,NA,0.15,0.03,NA,NA,NA,NA,NA,NA,"Table 3","MM","v1= litter variance
v2 = pen variance

pen group size varied within a range of 12 to 16 (averaging 13.7)","DF","No fixed effect of partner? They include """"contemporary group"""" but I think that is """"farm-barn-batch""""; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, added social h2, changed to no social fixed effect","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Smithfield_US","14","Revise",NA,611,NA,NA,NA,2005,1766.66666666667,1766.66666666667,0.0283018867924528,0.03,0.15,0.15,0.03,0.000202306291725673,0.03,0.151,"I_a",0.000709844878804032,8.50633444808136,101,"Sus scrofa"
"IGE0294","188","2001-2004","Sus scrofa","mammals","Smithfield Premium Genetics Group (Roanoke Rapids, NC)","captive","experimental","F","ad",8004,4946,4946,NA,NA,2409,NA,"average daily weight","development","no",611,"no",46,NA,"no","no",13.7,265,50,NA,NA,168,90,NA,NA,NA,NA,1224,NA,0.15,0.03,NA,NA,NA,NA,NA,NA,"Table 3","MM","v1= litter variance
v2 = pen variance

pen group size varied within a range of 12 to 16 (averaging 13.7)","DF","No fixed effect of partner? They include """"contemporary group"""" but I think that is """"farm-barn-batch""""; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, added social h2, changed to no social fixed effect","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Smithfield_US","14","Revise",NA,611,NA,NA,NA,2005,1766.66666666667,1766.66666666667,0.0283018867924528,0.03,0.15,0.15,0.03,0.000202306291725673,0.03,0.151,"I_ige",0.000133932996000761,8.50633444808136,102,"Sus scrofa"
"IGE0380","41","2009-2011","Oreochromis niloticus","fish","Aquaculture Extension Center, Jitra, Kedah State,Malaysia","captive","experimental","both","ad",37670,6330,6330,140,167,NA,10,"harvest live weight","morphology","no",166,"no",58.97,NA,"yes","yes",16,0.036,7e-05,NA,NA,0.016,0.01,NA,NA,NA,NA,0.04,0.103,NA,NA,-0.38,NA,-6e-04,NA,0.033,0.32,"Table 5","AST","Year assigned as 2009-2011 because year 2012 was excluded from the analyses; harvest weight was transformed to natural logarithm; fixed eff of partner trait set to yes because one fixed effect is average age at harvest of the group mates; V other 1 = group effects, V other 2 = non-genetic kin effects; group size is accounted for when estimating τ2","FS","note that model 3 is not the one with lowest AIC but it's the most complete  one that estimates DGE and IGE (others that include maternal effects don't have either DGE or IGE)",NA,"log","no","gaussian",NA,"yes","Oreochromis niloticus","Jitra_MY","17","Accept",0.103,166,NA,NA,NA,2016,NA,0.103,0.000679611650485437,0.000679611650485437,0.349514563106796,0.349514563106796,0.001,0.000158052789631737,NA,0.365,"I_a",1.30643054144288e-06,8.75305551513822,103,"Oreochromis niloticus"
"IGE0380","41","2009-2011","Oreochromis niloticus","fish","Aquaculture Extension Center, Jitra, Kedah State,Malaysia","captive","experimental","both","ad",37670,6330,6330,140,167,NA,10,"harvest live weight","morphology","no",166,"no",58.97,NA,"yes","yes",16,0.036,7e-05,NA,NA,0.016,0.01,NA,NA,NA,NA,0.04,0.103,NA,NA,-0.38,NA,-6e-04,NA,0.033,0.32,"Table 5","AST","Year assigned as 2009-2011 because year 2012 was excluded from the analyses; harvest weight was transformed to natural logarithm; fixed eff of partner trait set to yes because one fixed effect is average age at harvest of the group mates; V other 1 = group effects, V other 2 = non-genetic kin effects; group size is accounted for when estimating τ2","FS","note that model 3 is not the one with lowest AIC but it's the most complete  one that estimates DGE and IGE (others that include maternal effects don't have either DGE or IGE)",NA,"log","no","gaussian",NA,"yes","Oreochromis niloticus","Jitra_MY","17","Accept",0.103,166,NA,NA,NA,2016,NA,0.103,0.000679611650485437,0.000679611650485437,0.349514563106796,0.349514563106796,0.001,0.000158052789631737,NA,0.365,"I_ige",2.54028160836116e-09,8.75305551513822,104,"Oreochromis niloticus"
"IGE0385","197","2001-2015","Sus scrofa","mammals","Yorkshire Sunjin, Danyang, Korea,","captive","experimental","both","ad",37858,33120,33120,385,2520,NA,3,"average daily gain","development","no",802,"no",93,NA,"no","yes",8.2,2437,18,NA,NA,298,249,32,NA,NA,NA,3816,7163,0.34,NA,0.03,NA,5,NA,3464,0.48,"Table 2-3","MM","v1= group variance
v2= birth litter variance
v3= social early-life E variance
","DF","I think there are 37858 ID in pedigree and 33120 ID with records; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, changed to 37858 ID in pedigree and 33120 ID with records; changed social fixed effect to no","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","YorkshireSunjin_KOR","18","Revise",7163,802,NA,NA,NA,2019,7167.64705882353,7163,0.00251291358369398,0.00251291358369398,0.340220577970124,0.34,0.003,3.01959718573542e-05,NA,0.354,"I_a",0.00378884459673758,10.4078926084992,105,"Sus scrofa"
"IGE0385","197","2001-2015","Sus scrofa","mammals","Yorkshire Sunjin, Danyang, Korea,","captive","experimental","both","ad",37858,33120,33120,385,2520,NA,3,"average daily gain","development","no",802,"no",93,NA,"no","yes",8.2,2437,18,NA,NA,298,249,32,NA,NA,NA,3816,7163,0.34,NA,0.03,NA,5,NA,3464,0.48,"Table 2-3","MM","v1= group variance
v2= birth litter variance
v3= social early-life E variance
","DF","I think there are 37858 ID in pedigree and 33120 ID with records; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, changed to 37858 ID in pedigree and 33120 ID with records; changed social fixed effect to no","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","YorkshireSunjin_KOR","18","Revise",7163,802,NA,NA,NA,2019,7167.64705882353,7163,0.00251291358369398,0.00251291358369398,0.340220577970124,0.34,0.003,3.01959718573542e-05,NA,0.354,"I_ige",2.79849005914142e-05,10.4078926084992,106,"Sus scrofa"
"IGE0483","162",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,374,374,47,94,66,1,"Aggression","behaviour","no",2.5065,"no",NA,"nymph low-density","no","no",2,0.11,0.03,0,0,NA,NA,NA,NA,NA,NA,0.45,0.6042,NA,NA,NA,NA,-0.01,-0.01,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","28","Revise",0.6042,2.5065,NA,NA,NA,2018,NA,0.6042,0.0496524329692155,0.0496524329692155,0.182058920887123,0.182058920887123,0.05,0.00269541778975741,NA,0.184,"I_a",0.0175088356946585,5.92425579741453,107,"Gryllus bimaculatus"
"IGE0483","162",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,374,374,47,94,66,1,"Aggression","behaviour","no",2.5065,"no",NA,"nymph low-density","no","no",2,0.11,0.03,0,0,NA,NA,NA,NA,NA,NA,0.45,0.6042,NA,NA,NA,NA,-0.01,-0.01,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","28","Revise",0.6042,2.5065,NA,NA,NA,2018,NA,0.6042,0.0496524329692155,0.0496524329692155,0.182058920887123,0.182058920887123,0.05,0.00269541778975741,NA,0.184,"I_ige",0.00477513700763413,5.92425579741453,108,"Gryllus bimaculatus"
"IGE0483","163",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,636,636,47,94,66,1,"Aggression","behaviour","no",2.913,"no",NA,"Young adult low-density","no","no",2,0.03,0.05,0.05,0.03,NA,NA,NA,NA,NA,NA,0.36,0.521,NA,NA,NA,NA,0.02,-0.004,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records.I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","32","Revise",0.521,2.913,NA,NA,NA,2018,NA,0.521,0.0959692898272553,0.0959692898272553,0.0575815738963532,0.0575815738963532,0.096,0.00157977883096367,NA,0.058,"I_a",0.00353541406592769,6.45519856334012,109,"Gryllus bimaculatus"
"IGE0483","163",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,636,636,47,94,66,1,"Aggression","behaviour","no",2.913,"no",NA,"Young adult low-density","no","no",2,0.03,0.05,0.05,0.03,NA,NA,NA,NA,NA,NA,0.36,0.521,NA,NA,NA,NA,0.02,-0.004,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records.I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","32","Revise",0.521,2.913,NA,NA,NA,2018,NA,0.521,0.0959692898272553,0.0959692898272553,0.0575815738963532,0.0575815738963532,0.096,0.00157977883096367,NA,0.058,"I_ige",0.00589235677654616,6.45519856334012,110,"Gryllus bimaculatus"
"IGE0483","164",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,470,470,47,94,66,1,"Aggression","behaviour","no",2.6466,"no",NA,"old adult low-density","no","no",2,0.1,0.06,0.02,0.02,NA,NA,NA,NA,NA,NA,0.55,0.7853,NA,NA,NA,NA,0.03,-0.01,0.22,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to 0.0? Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","30","Revise",0.7853,2.6466,NA,NA,NA,2018,NA,0.7853,0.0764039220679995,0.0764039220679995,0.127339870113333,0.127339870113333,0.077,0.00214132762312634,NA,0.128,"I_a",0.0142765537146282,6.1527326947041,111,"Gryllus bimaculatus"
"IGE0483","164",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,470,470,47,94,66,1,"Aggression","behaviour","no",2.6466,"no",NA,"old adult low-density","no","no",2,0.1,0.06,0.02,0.02,NA,NA,NA,NA,NA,NA,0.55,0.7853,NA,NA,NA,NA,0.03,-0.01,0.22,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to 0.0? Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","30","Revise",0.7853,2.6466,NA,NA,NA,2018,NA,0.7853,0.0764039220679995,0.0764039220679995,0.127339870113333,0.127339870113333,0.077,0.00214132762312634,NA,0.128,"I_ige",0.00856593222877693,6.1527326947041,112,"Gryllus bimaculatus"
"IGE0483","165",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,359,359,47,94,66,1,"Aggression","behaviour","no",2.4942,"no",NA,"nymph high-density","no","no",2,0.11,0.004,0,0,NA,NA,NA,NA,NA,NA,0.39,0.5376,NA,NA,NA,NA,-0.002,-0.001,0.1,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to -0.21? Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","27","Revise",0.5376,2.4942,NA,NA,NA,2018,NA,0.5376,0.00744047619047619,0.00744047619047619,0.204613095238095,0.204613095238095,0.007,0.00280898876404494,NA,0.208,"I_a",0.0176819490723731,5.88332238848828,113,"Gryllus bimaculatus"
"IGE0483","165",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,359,359,47,94,66,1,"Aggression","behaviour","no",2.4942,"no",NA,"nymph high-density","no","no",2,0.11,0.004,0,0,NA,NA,NA,NA,NA,NA,0.39,0.5376,NA,NA,NA,NA,-0.002,-0.001,0.1,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to -0.21? Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","27","Revise",0.5376,2.4942,NA,NA,NA,2018,NA,0.5376,0.00744047619047619,0.00744047619047619,0.204613095238095,0.204613095238095,0.007,0.00280898876404494,NA,0.208,"I_ige",0.000642979966268113,5.88332238848828,114,"Gryllus bimaculatus"
"IGE0483","166",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,771,771,47,94,66,1,"Aggression","behaviour","no",2.9269,"no",NA,"Young adult high-density","no","no",2,0.1,0.004,0.01,0,NA,NA,NA,NA,NA,NA,0.36,0.4705,NA,NA,NA,NA,-0.001,-0.001,0.11,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mea to 0.30? Mean group size is 2","changed age to ad and  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","31","Revise",0.4705,2.9269,NA,NA,NA,2018,NA,0.4705,0.00850159404888417,0.00850159404888417,0.212539851222104,0.212539851222104,0.009,0.00130208333333333,NA,0.216,"I_a",0.0116730469070266,6.64768837356333,115,"Gryllus bimaculatus"
"IGE0483","166",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,771,771,47,94,66,1,"Aggression","behaviour","no",2.9269,"no",NA,"Young adult high-density","no","no",2,0.1,0.004,0.01,0,NA,NA,NA,NA,NA,NA,0.36,0.4705,NA,NA,NA,NA,-0.001,-0.001,0.11,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mea to 0.30? Mean group size is 2","changed age to ad and  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","31","Revise",0.4705,2.9269,NA,NA,NA,2018,NA,0.4705,0.00850159404888417,0.00850159404888417,0.212539851222104,0.212539851222104,0.009,0.00130208333333333,NA,0.216,"I_ige",0.000466921876281062,6.64768837356333,116,"Gryllus bimaculatus"
"IGE0483","167",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,467,467,47,94,66,1,"Aggression","behaviour","no",2.5545,"no",NA,"old adult high-density","no","no",2,0.2,0.001,0.13,0.02,NA,NA,NA,NA,NA,NA,0.49,0.8452,NA,NA,NA,NA,-0.002,0.05,0.2,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? Move values for #records to ID with records. Change to -0.14? Mean group size is 2","changed age to and #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","29","Revise",0.8452,2.5545,NA,NA,NA,2018,NA,0.8452,0.00118315191670611,0.00118315191670611,0.236630383341221,0.236630383341221,0.001,0.0021551724137931,NA,0.241,"I_a",0.0306491321449209,6.1463292576689,117,"Gryllus bimaculatus"
"IGE0483","167",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,467,467,47,94,66,1,"Aggression","behaviour","no",2.5545,"no",NA,"old adult high-density","no","no",2,0.2,0.001,0.13,0.02,NA,NA,NA,NA,NA,NA,0.49,0.8452,NA,NA,NA,NA,-0.002,0.05,0.2,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? Move values for #records to ID with records. Change to -0.14? Mean group size is 2","changed age to and #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","29","Revise",0.8452,2.5545,NA,NA,NA,2018,NA,0.8452,0.00118315191670611,0.00118315191670611,0.236630383341221,0.236630383341221,0.001,0.0021551724137931,NA,0.241,"I_ige",0.000153245660724604,6.1463292576689,118,"Gryllus bimaculatus"
"IGE0494","190","2008-2013","Sus scrofa","mammals","IRTA experimental facilities (Spain)","captive","experimental","both","juv",5013,663,663,883,2914,NA,NA,"average daily gain","development","no",837.9,"no",96.42,NA,"no","yes",12,0.38,0.004,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.75,NA,NA,-0.39,NA,-0.018,NA,0.43,0.54,"Table 3, model AM- IGE","MM","v1= pen environmental variance
","AST","change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset; I am not sure if 57 actually refers to # families; despite not knowing the exact mean group size, they say it ranged from 10 to 14, so we could consider using this information if the authors do not provide exact values after email contact; I cannot figure out why fixed eff of partner trait was set to yes","changed to Sus scrofa and development trait, group size  changed from NA to 10+14/2=12, social fixed effect changed to no, changed #family to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Irta_ESP","34","Revise",0.75,837.9,NA,NA,NA,2019,NA,0.75,0.00533333333333333,0.00533333333333333,0.506666666666667,0.506666666666667,0.005,0.00151515151515152,NA,0.558,"I_a",5.41251628152554e-07,6.49677499018586,119,"Sus scrofa"
"IGE0494","190","2008-2013","Sus scrofa","mammals","IRTA experimental facilities (Spain)","captive","experimental","both","juv",5013,663,663,883,2914,NA,NA,"average daily gain","development","no",837.9,"no",96.42,NA,"no","yes",12,0.38,0.004,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.75,NA,NA,-0.39,NA,-0.018,NA,0.43,0.54,"Table 3, model AM- IGE","MM","v1= pen environmental variance
","AST","change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset; I am not sure if 57 actually refers to # families; despite not knowing the exact mean group size, they say it ranged from 10 to 14, so we could consider using this information if the authors do not provide exact values after email contact; I cannot figure out why fixed eff of partner trait was set to yes","changed to Sus scrofa and development trait, group size  changed from NA to 10+14/2=12, social fixed effect changed to no, changed #family to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Irta_ESP","34","Revise",0.75,837.9,NA,NA,NA,2019,NA,0.75,0.00533333333333333,0.00533333333333333,0.506666666666667,0.506666666666667,0.005,0.00151515151515152,NA,0.558,"I_ige",5.69738555950057e-09,6.49677499018586,120,"Sus scrofa"
"IGE0501","2","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"approach rate","behaviour","no",0.4925,"no",NA,NA,"no","yes",2,0.016,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0775,NA,NA,-0.3,NA,NA,NA,0.015,0.19,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.202","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0775,0.4925,NA,NA,NA,2009,NA,0.0775,0.0387096774193548,0.0387096774193548,0.206451612903226,0.206451612903226,0.039,0.00813008130081301,NA,0.209,"I_a",0.065964080496792,4.83628190695148,121,"Peromyscus maniculatus sonoriensis"
