"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","Social_h2_2_Zr","VZr","Social_h2_Zr","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","direct_social","dat4A_herit","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0501","6","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"reciprocal latency to fight","behaviour","no",-2.2224,"no",NA,NA,"no","yes",2,0.028,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1968,NA,NA,0.864,NA,NA,NA,0.119,0.556,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.050","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.1968,-2.2224,NA,NA,NA,2009,NA,0.1968,0.182926829268293,0.182926829268293,0.142276422764228,0.185,0.00813008130081301,NA,NA,0.036,NA,0.119,0.604674796747967,"T2_2",0.556,4.83628190695148,120,"Peromyscus maniculatus sonoriensis"
"IGE0505","9","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"neck bite marks","behaviour","no",2.21,"no",2.11,NA,"no","yes",4,0.26,0.18,NA,NA,1.4,3.07,NA,NA,NA,NA,NA,3.54,0.07,NA,0.55,NA,0.12,NA,1.65,0.47,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",3.54,2.21,NA,NA,NA,2014,3.71428571428571,3.54,0.0508474576271186,0.0508474576271186,0.0734463276836158,0.051,0.000504540867810293,NA,2.6,0.18,2.6,1.65,0.466101694915254,"H2_2",0.07,7.59337419312129,121,"Neovison vison"
"IGE0505","9","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"neck bite marks","behaviour","no",2.21,"no",2.11,NA,"no","yes",4,0.26,0.18,NA,NA,1.4,3.07,NA,NA,NA,NA,NA,3.54,0.07,NA,0.55,NA,0.12,NA,1.65,0.47,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",3.54,2.21,NA,NA,NA,2014,3.71428571428571,3.54,0.0508474576271186,0.0508474576271186,0.0734463276836158,0.051,0.000504540867810293,NA,2.6,0.18,2.6,1.65,0.466101694915254,"T2_2",0.47,7.59337419312129,122,"Neovison vison"
"IGE0505","10","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.43,NA,"no","yes",4,0.34,0.14,NA,NA,2.8,6.1,NA,NA,NA,NA,NA,5.31,0.06,NA,0.99,NA,0.21,NA,2.19,0.41,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",5.31,2.22,NA,NA,NA,2014,5.66666666666667,5.31,0.0263653483992467,0.0263653483992467,0.064030131826742,0.026,0.000504540867810293,NA,2.86,0.14,2.86,2.19,0.412429378531073,"H2_2",0.06,7.59337419312129,123,"Neovison vison"
"IGE0505","10","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.43,NA,"no","yes",4,0.34,0.14,NA,NA,2.8,6.1,NA,NA,NA,NA,NA,5.31,0.06,NA,0.99,NA,0.21,NA,2.19,0.41,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",5.31,2.22,NA,NA,NA,2014,5.66666666666667,5.31,0.0263653483992467,0.0263653483992467,0.064030131826742,0.026,0.000504540867810293,NA,2.86,0.14,2.86,2.19,0.412429378531073,"T2_2",0.41,7.59337419312129,124,"Neovison vison"
"IGE0505","11","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"body bite marks","behaviour","no",2.03,"no",2.6,NA,"no","yes",4,0.37,0.27,NA,NA,3.15,3.9,NA,NA,NA,NA,NA,4.95,0.07,NA,0.67,NA,0.27,NA,2.56,0.52,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",4.95,2.03,NA,NA,NA,2014,5.28571428571429,4.95,0.0545454545454545,0.0545454545454545,0.0747474747474747,0.055,0.000504540867810293,NA,4.42,0.27,4.42,2.56,0.517171717171717,"H2_2",0.07,7.59337419312129,125,"Neovison vison"
"IGE0505","11","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"body bite marks","behaviour","no",2.03,"no",2.6,NA,"no","yes",4,0.37,0.27,NA,NA,3.15,3.9,NA,NA,NA,NA,NA,4.95,0.07,NA,0.67,NA,0.27,NA,2.56,0.52,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",4.95,2.03,NA,NA,NA,2014,5.28571428571429,4.95,0.0545454545454545,0.0545454545454545,0.0747474747474747,0.055,0.000504540867810293,NA,4.42,0.27,4.42,2.56,0.517171717171717,"T2_2",0.52,7.59337419312129,126,"Neovison vison"
"IGE0507","191",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",7668,7668,7668,50,705,NA,NA,"survival time","survival","no",NA,"no",NA,"W1 · WB","no","yes",NA,536,536,NA,NA,1984,NA,NA,NA,NA,NA,11732,15860,NA,NA,-0.37,NA,-197,NA,NA,0.26,"Table 3","MM","v1=cage variance
","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","40","Revise",15860,NA,NA,NA,NA,2012,NA,15860,0.0337957124842371,0.0337957124842371,0.0337957124842371,0.034,0.000130463144161774,NA,NA,536,NA,NA,NA,"H2_2",0.0337957124842371,8.94481110416553,127,"Gallus gallus"
"IGE0507","191",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",7668,7668,7668,50,705,NA,NA,"survival time","survival","no",NA,"no",NA,"W1 · WB","no","yes",NA,536,536,NA,NA,1984,NA,NA,NA,NA,NA,11732,15860,NA,NA,-0.37,NA,-197,NA,NA,0.26,"Table 3","MM","v1=cage variance
","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","40","Revise",15860,NA,NA,NA,NA,2012,NA,15860,0.0337957124842371,0.0337957124842371,0.0337957124842371,0.034,0.000130463144161774,NA,NA,536,NA,NA,NA,"T2_2",0.26,8.94481110416553,128,"Gallus gallus"
"IGE0507","192",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",7344,7344,7344,50,705,NA,NA,"survival time","survival","no",NA,"no",NA,"WB · W1","no","yes",NA,997,767,NA,NA,2379,NA,NA,NA,NA,NA,15655,21332,NA,NA,-0.83,NA,-726,NA,NA,0.17,"Table 3","MM","v1=cage variance
","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","41","Revise",21332,NA,NA,NA,NA,2012,NA,21332,0.0359553722107632,0.0359553722107632,0.0467372960810051,0.036,0.000136221223266585,NA,NA,767,NA,NA,NA,"H2_2",0.0467372960810051,8.90163893230033,129,"Gallus gallus"
"IGE0507","192",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",7344,7344,7344,50,705,NA,NA,"survival time","survival","no",NA,"no",NA,"WB · W1","no","yes",NA,997,767,NA,NA,2379,NA,NA,NA,NA,NA,15655,21332,NA,NA,-0.83,NA,-726,NA,NA,0.17,"Table 3","MM","v1=cage variance
","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","41","Revise",21332,NA,NA,NA,NA,2012,NA,21332,0.0359553722107632,0.0359553722107632,0.0467372960810051,0.036,0.000136221223266585,NA,NA,767,NA,NA,NA,"T2_2",0.17,8.90163893230033,130,"Gallus gallus"
"IGE0507","193",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",6276,6276,6276,NA,NA,NA,NA,"survival time","survival","no",NA,"no",NA,"pure bred W1","no","yes",NA,656,100,NA,NA,803,NA,NA,NA,NA,NA,7976,9735,NA,NA,0.2,NA,51,NA,NA,0.19,"Table 4","MM","v1=cage variance, data used already in Ellen et al 2008

","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","38","Revise",9735,NA,NA,NA,NA,2012,NA,9735,0.0102722136620442,0.0102722136620442,0.0673857216230098,0.01,0.000159413358839471,NA,NA,100,NA,NA,NA,"H2_2",0.0673857216230098,8.74448811385292,131,"Gallus gallus"
"IGE0507","193",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",6276,6276,6276,NA,NA,NA,NA,"survival time","survival","no",NA,"no",NA,"pure bred W1","no","yes",NA,656,100,NA,NA,803,NA,NA,NA,NA,NA,7976,9735,NA,NA,0.2,NA,51,NA,NA,0.19,"Table 4","MM","v1=cage variance, data used already in Ellen et al 2008

","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","38","Revise",9735,NA,NA,NA,NA,2012,NA,9735,0.0102722136620442,0.0102722136620442,0.0673857216230098,0.01,0.000159413358839471,NA,NA,100,NA,NA,NA,"T2_2",0.19,8.74448811385292,132,"Gallus gallus"
"IGE0507","194",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",6916,6916,6916,NA,NA,NA,NA,"survival time","survival","no",NA,"no",NA,"pure bred WB","no","yes",NA,1400,228,NA,NA,1200,NA,NA,NA,NA,NA,12686,15971,NA,NA,-0.28,NA,-161,NA,NA,0.16,"Table 4","MM","v1=cage variance, data used already in Ellen et al 2008

","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","39","Revise",15971,NA,NA,NA,NA,2012,NA,15971,0.0142758750234801,0.0142758750234801,0.0876588817231232,0.014,0.000144654997830175,NA,NA,228,NA,NA,NA,"H2_2",0.0876588817231232,8.84159284680318,133,"Gallus gallus"
"IGE0507","194",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics","captive","experimental","F","ad",6916,6916,6916,NA,NA,NA,NA,"survival time","survival","no",NA,"no",NA,"pure bred WB","no","yes",NA,1400,228,NA,NA,1200,NA,NA,NA,NA,NA,12686,15971,NA,NA,-0.28,NA,-161,NA,NA,0.16,"Table 4","MM","v1=cage variance, data used already in Ellen et al 2008

","FS","some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods","changed social fixed effect to no","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","39","Revise",15971,NA,NA,NA,NA,2012,NA,15971,0.0142758750234801,0.0142758750234801,0.0876588817231232,0.014,0.000144654997830175,NA,NA,228,NA,NA,NA,"T2_2",0.16,8.84159284680318,134,"Gallus gallus"
"IGE0515","1","2013-2014","Gryllus bimaculatus","arthropods","Capalbio, Italy","semicaptive","experimental","M","ad",NA,1195,455,50,100,68,4,"aggression","behaviour","yes",0,"yes",NA,NA,"no","yes",2,0.05,0.03,0.12,0.08,NA,NA,NA,NA,NA,NA,0.71,1,NA,NA,-0.87,0.01,NA,NA,0.016,0.016,"Table 1 (model 7); results pg 2","FS",NA,"FS","h2 and h2social are equal to VDGE and VIGE; h2 in model without accounting for IGEs is 0.051","h2 set to NA as it was from a model without IGEs","non_transf",NA,"gaussian",NA,NA,"Gryllus bimaculatus","Capalbio_IT","43","Revise",1,0,NA,NA,NA,2017,NA,1,0.03,0.03,0.05,0.03,0.00221238938053097,NA,NA,0.03,NA,0.016,0.016,"H2_2",0.05,6.12029741895095,135,"Gryllus bimaculatus"
"IGE0515","1","2013-2014","Gryllus bimaculatus","arthropods","Capalbio, Italy","semicaptive","experimental","M","ad",NA,1195,455,50,100,68,4,"aggression","behaviour","yes",0,"yes",NA,NA,"no","yes",2,0.05,0.03,0.12,0.08,NA,NA,NA,NA,NA,NA,0.71,1,NA,NA,-0.87,0.01,NA,NA,0.016,0.016,"Table 1 (model 7); results pg 2","FS",NA,"FS","h2 and h2social are equal to VDGE and VIGE; h2 in model without accounting for IGEs is 0.051","h2 set to NA as it was from a model without IGEs","non_transf",NA,"gaussian",NA,NA,"Gryllus bimaculatus","Capalbio_IT","43","Revise",1,0,NA,NA,NA,2017,NA,1,0.03,0.03,0.05,0.03,0.00221238938053097,NA,NA,0.03,NA,0.016,0.016,"T2_2",0.016,6.12029741895095,136,"Gryllus bimaculatus"
"IGE0537","124","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",35.65,"yes",NA,"restricted feeding (R)","no","yes",8,0.033,0.0017,0.01,NA,0.025,0.066,NA,NA,NA,NA,NA,170.6174,0.033,0.0017,-0.505,NA,NA,NA,NA,0.064,"Table 5","FS","trait is measured after weaning so I considered them adults (not sure); there are 2x2 treatments but they are fitted as fixed effects and so there is only one model; mean is provided for the different categories: """"The overall means for ADG were equal
to 51.9 and 36.9 g/day for BS kits on F and R, respectively,
and 49.6 and 34.4 g/day for SS kits on F and R, respectively""""; V other 1 is group and V other 2 is litter; authors do not provide varTBV but TBV: 3.601","MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","updated sample sizes and trait mean, adeed h2_social","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP","47","Revise",1,35.65,NA,NA,NA,2017,1,1,0.0017,0.0017,0.033,0.002,0.000319590923617769,0.002,NA,0.0017,NA,NA,NA,"H2_2",0.033,8.04942705711069,137,"Oryctolagus cuniculus"
"IGE0537","124","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",35.65,"yes",NA,"restricted feeding (R)","no","yes",8,0.033,0.0017,0.01,NA,0.025,0.066,NA,NA,NA,NA,NA,170.6174,0.033,0.0017,-0.505,NA,NA,NA,NA,0.064,"Table 5","FS","trait is measured after weaning so I considered them adults (not sure); there are 2x2 treatments but they are fitted as fixed effects and so there is only one model; mean is provided for the different categories: """"The overall means for ADG were equal
to 51.9 and 36.9 g/day for BS kits on F and R, respectively,
and 49.6 and 34.4 g/day for SS kits on F and R, respectively""""; V other 1 is group and V other 2 is litter; authors do not provide varTBV but TBV: 3.601","MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","updated sample sizes and trait mean, adeed h2_social","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP","47","Revise",1,35.65,NA,NA,NA,2017,1,1,0.0017,0.0017,0.033,0.002,0.000319590923617769,0.002,NA,0.0017,NA,NA,NA,"T2_2",0.064,8.04942705711069,138,"Oryctolagus cuniculus"
"IGE0537","125","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",50.75,"yes",NA,"full feeding (F)","no","yes",8,0.082,3e-04,0.008,NA,0.023,0.071,NA,NA,NA,NA,NA,123.8874,0.082,3e-04,-0.03,NA,NA,NA,NA,0.095,"Table 5","FS",NA,"MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","whole row of record added","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP","46","Revise",1,50.75,NA,NA,NA,2017,1,1,3e-04,3e-04,0.082,0,0.000319590923617769,0,NA,3e-04,NA,NA,NA,"H2_2",0.082,8.04942705711069,139,"Oryctolagus cuniculus"
"IGE0537","125","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","ad",7701,3132,3132,NA,NA,NA,5,"average daily gain (ADG)","development","no",50.75,"yes",NA,"full feeding (F)","no","yes",8,0.082,3e-04,0.008,NA,0.023,0.071,NA,NA,NA,NA,NA,123.8874,0.082,3e-04,-0.03,NA,NA,NA,NA,0.095,"Table 5","FS",NA,"MM","MM: 1) same dataset as IGE0572?, 2) I agree with categorizing it as adult, 3) why don't include both treatments? Now you chose data from food-restricted only.  In text and table 5 they provide trait means, and DGE, IGE for both treatments separately ","whole row of record added","non_transf",NA,"gaussian",NA,NA,"Oryctolagus cuniculus","Irta_ESP","46","Revise",1,50.75,NA,NA,NA,2017,1,1,3e-04,3e-04,0.082,0,0.000319590923617769,0,NA,3e-04,NA,NA,NA,"T2_2",0.095,8.04942705711069,140,"Oryctolagus cuniculus"
"IGE0572","66","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2687,2687,NA,NA,1106,NA,"Average daily gain week 1","development","no",26.51,"no",10.25,NA,"no","yes",8,7.8753,0.3939,NA,NA,8.6388,23.0578,5.6029,NA,NA,NA,NA,47.3456,0.1663,0.0083,NA,NA,-1.4437,NA,NA,0.1471,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.44.","MM","MM: to consider, there is info on h2 male. Post-2nd revision note: this paper uses potenitally the same data than IGE0537
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",47.3456,26.51,NA,NA,0.0083,2018,47.3559831629585,47.3456,0.00831967490115238,0.0083,0.166336470548478,0.008,0.0003725782414307,0.008,6.9646,0.3939,6.9646,6.9646,0.147101314588895,"H2_2",0.1663,7.89618060861549,141,"Oryctolagus cuniculus"
"IGE0572","66","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2687,2687,NA,NA,1106,NA,"Average daily gain week 1","development","no",26.51,"no",10.25,NA,"no","yes",8,7.8753,0.3939,NA,NA,8.6388,23.0578,5.6029,NA,NA,NA,NA,47.3456,0.1663,0.0083,NA,NA,-1.4437,NA,NA,0.1471,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.44.","MM","MM: to consider, there is info on h2 male. Post-2nd revision note: this paper uses potenitally the same data than IGE0537
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",47.3456,26.51,NA,NA,0.0083,2018,47.3559831629585,47.3456,0.00831967490115238,0.0083,0.166336470548478,0.008,0.0003725782414307,0.008,6.9646,0.3939,6.9646,6.9646,0.147101314588895,"T2_2",0.1471,7.89618060861549,142,"Oryctolagus cuniculus"
"IGE0572","67","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2624,2624,NA,NA,1106,NA,"Average daily gain week 2","development","no",37.54,"no",11.49,NA,"no","yes",8,12.9368,0.236,NA,NA,5.8548,28.1216,7.4531,NA,NA,NA,NA,54.2079,0.2387,4e-04,NA,NA,-1.5163,NA,NA,0.0604,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.23
","MM","MM: to consider, there is info on h2 male
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",54.2079,37.54,NA,NA,4e-04,2018,54.1968998743192,54.2079,0.00435360897581349,4e-04,0.23865156185722,0,0.000381533765738268,0,3.2726,0.236,3.2726,3.2726,0.0603712742976577,"H2_2",0.2387,7.87245515006398,143,"Oryctolagus cuniculus"
"IGE0572","67","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2624,2624,NA,NA,1106,NA,"Average daily gain week 2","development","no",37.54,"no",11.49,NA,"no","yes",8,12.9368,0.236,NA,NA,5.8548,28.1216,7.4531,NA,NA,NA,NA,54.2079,0.2387,4e-04,NA,NA,-1.5163,NA,NA,0.0604,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.23
","MM","MM: to consider, there is info on h2 male
","Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Accept",54.2079,37.54,NA,NA,4e-04,2018,54.1968998743192,54.2079,0.00435360897581349,4e-04,0.23865156185722,0,0.000381533765738268,0,3.2726,0.236,3.2726,3.2726,0.0603712742976577,"T2_2",0.0604,7.87245515006398,144,"Oryctolagus cuniculus"
"IGE0572","68","2012-2014","Oryctolagus cuniculus","mammals","IRTA, Spain","captive","experimental","both","juv",7701,2280,2280,NA,NA,1106,NA,"Average daily gain week 3","development","no",42.02,"no",11.1,NA,"no","yes",8,13.3603,0.2034,NA,NA,4.3509,34.3635,9.5971,NA,NA,NA,NA,61.106,0.2186,0.0033,NA,NA,-1.543,NA,NA,0.0282,"Figs. 1-4, Tables 1 & 2","DF","V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.22
","MM","MM: 1) trait SD = 11.1, 2)  to consider, there is info on h2 male
","Changed Trait SD to 11.10. Added note about male h2. Added value for social heritability","non_transf",NA,"gaussian",NA,"yes","Oryctolagus cuniculus","Irta_ESP","48","Revise",61.106,42.02,NA,NA,0.0033,2018,61.1175663311985,61.106,0.00332864203187903,0.0033,0.218641377278827,0.003,0.00043917435221783,0.003,1.7249,0.2034,1.7249,1.7249,0.0282279972506791,"H2_2",0.2186,7.73193072194849,145,"Oryctolagus cuniculus"
