"key","title","authors","journal","issn","volume","issue","pages","year","publisher","url","abstract"
"Okada2019","Loser-effect duration evolves independently of fighting ability","Okada, K. and Okada, Y. and Dall, S.R.X. and Hosken, D.J.","Proceedings of the Royal Society B: Biological Sciences","09628452","286","1903",NA,2019,"","10.1098/rspb.2019.0582","Winning or losing contests can impact subsequent competitive behaviour and the duration of these effects can be prolonged. While it is clear effects depend on social and developmental environments, the extent to which they are heritable, and hence evolvable, is less clear and remains untested. Furthermore, theory predicts that winner and loser effects should evolve independently of actual fighting ability, but again tests of this prediction are limited. Here we used artificial selection on replicated beetle populations to show that the duration of loser effects can evolve, with a realized heritability of about 17%. We also find that naive fighting ability does not co-evolve with reductions in the duration of the loser effect. We discuss the implications of these findings and how they corroborate theoretical predictions.  2019 The Author(s) Published by the Royal Society. All rights reserved."
"X.ISI.000451951600001","Male Assistance in Parental Care Does Not Buffer Against Detrimental Effects of Maternal Inbreeding on Offspring","Ratz, Tom and Castel, Elise and Smiseth, Per T.","FRONTIERS IN ECOLOGY AND EVOLUTION","2296-701X","6",NA,NA,2018,"FRONTIERS MEDIA SA","10.3389/fevo.2018.00196","The severity of inbreeding depression often varies across environments and recent work suggests that social interactions can aggravate or reduce inbreeding depression. For example, stressful interactions such as competition can exacerbate inbreeding depression, whereas benign interactions such as parental care can buffer against inbreeding depression in offspring. Here, we test whether male assistance in parental care can buffer against the detrimental effects of maternal inbreeding on offspring fitness in the burying beetle Nicrophorus vespilloides. Our results confirm that maternal inbreeding had detrimental effects on offspring survival. However, we found no evidence that male assistance in parental care buffered against those effects on offspring fitness. Outbred females benefitted from male assistance, gaining more weight over the breeding attempt when assisted by a male. In contrast, inbred females did not benefit from male assistance, gaining as much weight regardless of whether they were assisted by a male or not. Surprisingly, we find that males gained more weight during the breeding attempt when mated to an inbred female, suggesting that males benefitted from assisting an inbred female partner in terms of their weight gain. Overall, our findings suggest that parental care or other benign social interactions may not always buffer against detrimental effects of inbreeding depression."
"X.ISI.000225663900029","Male attractiveness covaries with fighting ability but not with prior fight outcome in house crickets","Savage, KE and Hunt, J and Jennions, MD and Brooks, R","BEHAVIORAL ECOLOGY","1045-2249","16","1","196-200",2005,"OXFORD UNIV PRESS INC","10.1093/beheco/arh143","In many species males that tend to win fights against other males are more attractive to females. There are three ways in which male fighting ability and attractiveness may be associated: (1) attractiveness and fighting ability are influenced by the same underlying traits (e.g., body size), (2) females prefer males that have directly observed winning fights, or (3) winning previous fights indirectly improves a male's chance of being preferred by females. The last possibility may arise as a consequence of the ``loser effect{''}; in many species when a male loses a fight his probability of losing subsequent fights increases. There are, however, no studies testing whether such a ``loser effect{'' also influences male attractiveness. Here we show that male attractiveness and fighting ability are positively correlated in the house cricket, Acheta domesticus. Our experiment was designed so that females could not directly observe the outcome of fights, thus eliminating possibility (2) above. We then tested between possibilities (1) and (3) by making use of the fact that in some cricket species the ``loser effect{''} can be eliminated experimentally by `shaking' a male and stimulating the motor program for flying. We showed that in A. domesticus `shaking' does affect the outcome of subsequent fights. Males that had won two previous fights were less likely to win a fight after being `shaken' than when subject to a control treatment. In contrast, males that had lost two previous fights were more likely to win a fight after being `shaken' than when they were not shaken. There was, however, no effect of `shaking' on male attractiveness. We conclude that the ``loser effect{''} does not alter the tendency for large, dominant males to be attractive to females. Instead, it appears that there are traits correlated with both fighting ability and attractiveness. One such trait is body size. Fight winners were significantly larger than losers and attractiveness was positively correlated with male body size."
"X.ISI.000363268300020","Male birch catkin bugs vary copula duration to invest more in matings with novel females","Reinhold, Klaus and Engqvist, Leif and Consul, Albia and Ramm, Steven A.","ANIMAL BEHAVIOUR","0003-3472","109",NA,"161-166",2015,"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","10.1016/j.anbehav.2015.08.020","Recent developments in the study of mating behaviour have emphasized the importance of strategic investment of limited reproductive resources. However, in many cases it can be difficult to interpret traits such as copula duration, because they are interacting phenotypes that ultimately depend upon both the male and female mating partner, and the sexes may frequently disagree over the optimal outcome. Here we report the results of experiments designed to establish which sex controls copula duration in the birch catkin bug, Kleidocerys resedae, and to test for strategic investment by the controlling sex. First, we found that matings of field-caught individuals were relatively short, but that copula duration increased following a period of sexual isolation, reaching a maximum after 2 days. However, copula duration was again shorter in re-pairings of the same individuals 1 h after their first mating. Because these results could be interpreted as a response to sexual isolation by either sex, we next investigated whether copula duration is under male or female control in this species. Experimental pairings between males and females isolated for 1 h or 48 h in all four possible combinations revealed that copula duration depended strongly on the period of male but not of female sexual isolation, implying that this trait is under male control. Finally, if males mated once were re-paired after 1 h with either the same or a novel (but still recently mated) female, we found that they mated for significantly longer with the latter. Collectively, our results imply that male birch catkin bugs in nature are frequently time-, sperm- or seminal fluid-limited, and that, as predicted by theory, they strategically allocate more of their mating effort and ejaculate reserves to novel females, a form of (cryptic) male mate choice. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
"Garca.Gonzlez20081653","Male genetic quality and the inequality between paternity success and fertilization success: Consequences for studies of sperm competition and the evolution of polyandry","Garca-Gonzlez, F.","Evolution","00143820","62","7","1653-1665",2008,"","10.1111/j.1558-5646.2008.00362.x","Studies of postcopulatory sexual selection typically estimate a male's fertilization success from his paternity success (P2) calculated at hatching or birth. However, P2 may be affected by differential embryo viability, thereby confounding estimations of true fertilization success (F2). This study examines the effects of variation in the ability of males to influence embryo viability upon the inequality between P2 and F2. It also investigates the consequences of this inequality for testing the hypothesis that polyandrous females accrue viability benefits for their offspring through facilitation of sperm competition (good-sperm model). Simulations of competitive mating trials show that although relative measures of male reproductive success tend to underestimate the strength of underlying good-sperm processes, good-sperm processes can be seriously overestimated using P2 values if males influence the viability of the embryos they sire. This study cautions the interpretation of P2 values as a proxy for fertilization success or sperm competitiveness in studies of postcopulatory sexual selection, and highlights that the good-sperm hypothesis needs empirical support from studies able to identify and separate unequivocally the males' ability to win fertilizations from their ability to influence the development of embryos.  2008 The Author(s)."
"Langerhans20057618","Male genital size reflects a tradeoff between attracting mates and avoiding predators in two live-bearing fish species","Langerhans, R.B. and Layman, C.A. and DeWitt, T.J.","Proceedings of the National Academy of Sciences of the United States of America","00278424","102","21","7618-7623",2005,"","10.1073/pnas.0500935102","Male genitalia may experience more rapid, divergent evolution than any other animal character, but why? Research during the past several decades has culminated in the view that genital diversification primarily results from postmating sexual selection (e.g., sperm competition or cryptic female choice). However, the potential roles of premating sexual selection (e.g., mate choice) and natural selection have received little attention. We examined the possible importance of these mechanisms by investigating divergence in male genitalia among populations differing in predator regime for two species of live-bearing fish (Gambusia affinis in Texas and Gambusia hubbsi in The Bahamas). When controlled for body size, males exhibited a larger gonopodium (sperm-transfer organ) in predator-free environments than in predatory environments, a trend that persisted across space (multiple populations), time (multiple years), and species. By conducting laboratory experiments with G. affinis, we found that premating sexual selection seems to favor larger male genitalia (females exhibited mating preference for males having larger gonopodia), but natural selection in the presence of predatory fishes seems to favor reduced genital size (larger gonopodium size was associated with reduced burst-swimming performance, an important antipredator behavior). Although postmating sexual selection is widely presumed to be the most important mechanism driving genital diversification, these findings suggest that alternative mechanisms, particularly for organisms that cannot retract their genitalia, may also prove important.  2005 by The National Academy of Sciences of the USA."
"X.ISI.000401769000010","Male mate choice in the Trinidadian guppy is influenced by the phenotype of audience sexual rivals","Auld, Heather L. and Ramnarine, Indar W. and Godin, Jean-Guy J.","BEHAVIORAL ECOLOGY","1045-2249","28","2","362-372",2017,"OXFORD UNIV PRESS INC","10.1093/beheco/arw170","In populations with male mate-choice copying, males may mitigate their risk of sexual competition by reducing their preference for a particular female in the presence of sexual rivals (audience). Because of the cost of missed mating opportunities from such an audience effect, males should reduce their mating preference to a greater extent in the presence of more sexually competitive rivals compared with less competitive ones. We tested this hypothesis using the Trinidadian guppy (Poecilia reticulata). We compared a focal male's baseline mating preference for either of 2 stimulus females, which differed in overall body size, in the absence of any sexual rival to his preference for the same females in the presence of a sexual rival using dichotomous-choice tests. Focal and audience males differed in body length and proportion of their body covered in orange and black pigmentation. In the presence of a larger rival, focal males exhibited a greater reduction in preference for their initially preferred female compared to focal males in the presence of a smaller rival, irrespective of whether the latter male was more or less ornamented than the focal. The strength of the initial mating preference of focal males and the magnitude of the audience effect were significantly positively correlated when the audience male was larger than the focal male. Male guppies are thus sensitive to the phenotype of nearby males and alter their preference for a particular mate to a greater extent in the presence of relatively larger eavesdropping males compared to smaller ones."
"X.ISI.000245519700007","Male sexual attractiveness affects the investment of maternal resources into the eggs in peafowl (Pavo cristatus)","Loyau, Adeline and Saint Jalme, Michel and Mauget, Robert and Sorci, Gabriele","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443","61","7","1043-1052",2007,"SPRINGER","10.1007/s00265-006-0337-3","According to the differential investment hypothesis, females paired with attractive mates are expected to invest more in the current reproduction relative to females paired with unattractive males. We experimentally tested this hypothesis in the peafowl (Pavo cristatus) by providing females with males that differed in sexual attractiveness. In agreement with the differential allocation hypothesis, females paired with more ornamented males laid larger eggs, and deposited higher amounts of testosterone into the egg yolk, independently of the sex of the embryo. These results show that the association between paternal phenotype and offspring quality could arise via a differential maternal investment. They also suggest that, if ornamented males do transmit good genes to the progeny, the maternal differential investment can amplify the effect of such good genes on the offspring fitness."
"Rebar2016766","Males adjust their signalling behaviour according to experience of male signals and male-female signal duets","Rebar, D. and Rodrguez, R.L.","Journal of Evolutionary Biology","1010061X","29","4","766-776",2016,"","10.1111/jeb.12825","Sexual signals are conspicuous sources of information about neighbouring competitors, and species in which males and females signal during pair formation provide various sources of public information to which individuals can adjust their behaviour. We performed two experiments with a duetting vibrational insect, Enchenopa binotata treehoppers (Hemiptera: Membracidae), to ask whether males adjust their signalling behaviour according to (1a) their own experience of competitors' signals, (1b) how females adjust their mate preferences on the basis of their experience of male signals (described in prior work), and/or (2) their own experience of female response signals to competitors' signals. We presented males with synthetic male signals of different frequencies and combinations thereof for 2weeks. We recorded males a day after their last signal exposure, finding that (1a) male signal rate increased in response to experience of attractive competitors, but that (1b) male signal frequency did not shift in a manner consistent with how females adjust their mate preferences in those experience treatments. Second, we presented males with different male-female duets for 2weeks, finding that (2) male signal length increased from experience of female duets with attractive competitors. Males thus make two types of adjustment according to two sources of public information: one provided by experience of male signals and another by experience of female responses to male signals. Signalling plasticity can generate feedback loops between the adjustments that males and females make, and we discuss the potential consequences of such feedback loops for the evolution of communication systems.  2016 European Society for Evolutionary Biology."
"X.ISI.000183905200003","Males influence maternal effects that promote sexual selection: A quantitative genetic experiment with dung beetles Onthophagus taurus","Kotiaho, JS and Simmons, LW and Hunt, J and Tomkins, JL","AMERICAN NATURALIST","0003-0147","161","6","852-859",2003,"UNIV CHICAGO PRESS","10.1086/375173","Recently, doubt has been cast on studies supporting good genes sexual selection by the suggestion that observed genetic benefits for offspring may be confounded by differential maternal allocation. In traditional analyses, observed genetic sire effects on offspring phenotype may result from females allocating more resources to the offspring of attractive males. However, maternal effects such as differential allocation may represent a mechanism promoting genetic sire effects, rather than an alternative to them. Here we report results from an experiment on the horned dung beetle Onthophagus taurus, in which we directly compare genetic sire effects with maternal effects that are dependent on sire phenotype. We found strong evidence that mothers provide more resources to offspring when mated with large-horned males. There were significant heritabilities for both horn length and body size, but when differential maternal effects were controlled, the observed estimates of genetic variance were greatly reduced. Our experiment provides evidence that differential maternal effects may amplify genetic effects on offspring traits that are closely related to fitness. Thus, our results may partly explain the relatively high coefficients of additive genetic variation observed in fitness-related traits and provide empirical support for the theoretical argument that maternal effects can play an important role in evolution."
"Galloway20092139","Manipulation of flowering time: Phenological integration and maternal effects","Galloway, L.F. and Burgess, K.S.","Ecology","00129658","90","8","2139-2148",2009,"","10.1890/08-0948.1","Timing of flowering is central to reproductive success and is currently advancing in many natural populations due to a warmer climate. However, we have little understanding of how earlier initiation of flowering influences subsequent reproductive phenology or the expression of traits in the offspring. To evaluate the consequences of an altered flowering phenology we manipulated cohorts of Campanulastrum americanum, an herb with annual and biennial growth forms, to flower and disperse seeds up to a month earlier, at the same time, and up to a month later than a natural population in two separate years. Relative to the date of first flower, the temporal patterns of flower production and the timing of fruit maturation and seed dispersal were similar among individuals that initiated flowering over the expanded reproductive season, indicating strong phenological integration of reproductive traits. However, plants that initiated flowering substantially outside the natural window showed a change in the rate of reproduction, with a compressed reproductive schedule for early-flowering individuals and an expanded one for late-flowering plants. Changes in flowering time had more dramatic effects on the offspring generation. Initiation of flowering two weeks earlier would result in a fourfold increase in the frequency of annual offspring, and four weeks earlier would result in a tenfold increase. The frequency of annuals was less sensitive to modest delays in flowering time but decreased with greater delays in flowering time. Collectively, these results reveal a tightly integrated reproductive phenology that shifts with timing of flowering within generations but may lead to more dramatic responses to climate change between generations.  2009 by the Ecological Society of America."
"X.ISI.000245028000001","Manipulative signals in family conflict? On the function of maternal yolk hormones in birds","Muller, Wendt and Lessells, C(Kate). M. and Korsten, Peter and von Engelhardt, Nikolaus","AMERICAN NATURALIST","0003-0147","169","4","E84-E96",2007,"UNIV CHICAGO PRESS","10.1086/511962","Maternal hormones in the yolk of birds' eggs have been a focus of attention in behavioral and evolutionary ecology stimulated by the pioneering work of Hubert Schwabl. Since then, knowledge of both the factors that influence maternal deposition patterns and their consequences for offspring development has accumulated rapidly. To date, the field has been dominated by the idea that mothers use yolk hormones to adaptively adjust offspring development, a view that assigns control over hormone deposition and its effects on the offspring to the mother. This neglects the possibility that the evolutionary interests of the mother and offspring differ. When there is such parent-offspring conflict, the offspring are selected to respond to the hormones in a way that is adaptive for themselves rather than for the mother. Moreover, sexual conflict between the parents over parental investment may shape the evolution of yolk hormone deposition: females may manipulate the male's contribution to parental care through the effect of yolk hormones on offspring begging, competitiveness, and developmental rate. We therefore suggest that for a full understanding of the evolution of hormone-mediated maternal effects, it is essential to study both fitness consequences and physiological mechanisms and constraints from the perspective of all family members."
"Cui20052447","Mapping genome-genome epistasis: A high-dimensional model","Cui, Y. and Wu, R.","Bioinformatics","13674803","21","10","2447-2455",2005,"","10.1093/bioinformatics/bti342","Motivation: The proper development of any organ or tissue requires the coordinated expression of its underlying genes that can be located on different genomes present in an organism. For instance, each step in the development of seed for a higher plant is the consequence of gene interactions from the maternal, embryo and endosperm genomes. Results: We present a multivariate statistical model for mapping quantitative trait loci (QTL) by incorporating two important aspects of seed development in plants - QTL interactions derived from different genomes, the maternal, embryo and endosperm, and genetic correlations among phenotypic traits expressed in different genome-specific tissues. This model, which has a high dimensionality, is constructed within the maximum-likelihood context based on a finite mixture model. The implementation of the expectation-maximization algorithm allows for the efficient estimation of QTL positions, their action and interaction effects and pleiotropic effects. The application of this high-dimensional model to a real rice dataset has validated its usefulness. Conclusions: Our model was derived for self-pollinated plants, but it can be extended to cross-pollinated plants and to animals. With the burgeoning of genetic and genomic data, this high-dimensional model will have many implications for agricultural and evolutionary genetic research.  The Author 2005. Published by Oxford University Press. All rights reserved."
"X.ISI.000222650500040","Mapping quantitative trait loci interactions from the maternal and offspring genomes","Cui, YH and Casella, G and Wu, RL","GENETICS","0016-6731","167","2","1017-1026",2004,"GENETICS SOCIETY AMERICA","10.1534/genetics.103.024398","The expression of most developmental or behavioral traits involves complex interactions between quantitative trait loci (QTL) from the maternal and offspring genomes. The maternal-offspring interactions play a pivotal role in shaping the direction and rate of evolution in terms of their substantial contribution to quantitative genetic (co)variation. To study the genetics and evolution of maternal-offspring interactions, a unifying statistical framework that embraces both the direct and indirect genetic effects of maternal and offspring QTL on any complex trait is developed. This model is derived for a simple backcross design within the maximum-likelihood context, implemented with the EM algorithm. Results front extensive simulations suggest that this model can provide reasonable estimation of additive and dominant effects of the QTL at different generations and their interaction effects derived from the maternal and offspring genomes. Although our model is trained to characterize the actions and interactions of maternal and offspring QTL affecting offspring traits, the idea can be readily extended to decipher the genetic machinery of maternal traits, Such as maternal care. Our model provides a powerful means for studying the evolutionary significance of indirect genetic effects in any sexually reproductive organisms."
"X.ISI.000181287900003","Marine aquaculture: Genetic potentialities and pitfalls","Utter, F and Epifanio, J","REVIEWS IN FISH BIOLOGY AND FISHERIES","0960-3166","12","1","59-77",2002,"KLUWER ACADEMIC PUBL","10.1023/A:1022644021870","Genetic considerations permeate the intricate interactions of marine aquacultural populations with their wild counterparts. We illustrate these complexities in a matrix where seven categories of primary aquaculture activity (conservation, supplementation, mitigation, intentional introduction, put-and-take, commercial captive rearing, experimental) are linked to important genetic considerations related to resident and cultured taxa. We focus on the effects of cultured populations on their wild native conspecifics. Using published examples, we examine both the frequency of occurrence and the biological implications of situations in which released cultured fish have had direct genetic effects through introgressive hybridization, as well as indirect genetic effects such as induced through disease transfer, induced over-harvest, and displacement. These examples are contrasted with those instances where aquacultural activities have coexisted in harmony with underlying concerns related to issues of conservation genetics. Recommendations are made to guide industries, agencies, and managers toward these latter interactions."
"Rale2000679","Mass-dependent reproductive strategies in wild bighorn ewes: A quantitative genetic approach","Rale, D. and Festa-Bianchet, M.","Journal of Evolutionary Biology","1010061X","13","4","679-688",2000,"","10.1046/j.1420-9101.2000.00205.x","In the Ram Mountain bighorn sheep (Ovis canadensis) population, ewes differing by more than 30% in body mass weaned lambs with an average mass difference of only 3%. Variability in adult body mass was partly due to additive genetic effects, but inheritance of weaning mass was weak. Maternal effects could obscure genetic effects in the phenotypic expression of weaning mass, particularly if they reflected strategies of maternal expenditure that varied according to ewe mass. We performed a quantitative genetic analysis to assess genetic and environmental influences on ewe mass and on maternal expenditure. We used the mean daughters/mother regression method and Derivative Free Restricted Maximum Likelihood models to estimate heritability (h2) of ewe mass and indices of maternal expenditure. We found additive genetic effects on phenotypic variation in maternal mass, in lamb mass at weaning (absolute maternal expenditure) and in weaning mass relative to maternal mass at weaning (relative maternal expenditure). Heritability suggests that maternal expenditure has the potential to evolve. The genetic correlation of ewe mass and absolute maternal expenditure was weak, while ewe mass and relative maternal expenditure were strongly negatively correlated. These results suggest additive genetic effects on mass-dependent reproductive strategies in bighorn ewes. Mass-dependent reproductive strategies could affect lamb survival and phenotypic variation in adult mass. As population density increased and reproduction became costlier, small females reduced maternal expenditure more than large females. Constraints on reproductive strategy imposed by variations in resource availability are therefore likely to differ according to ewe mass. A general trend for a decrease in maternal expenditure relative to maternal size in mammals suggests that size-dependent negative maternal effects may be common."
"X.ISI.000267046700010","Mate choice and sexual selection: What have we learned since Darwin?","Jones, Adam G. and Ratterman, Nicholas L.","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","0027-8424","106","1","10001-10008",2009,"NATL ACAD SCIENCES","10.1073/pnas.0901129106","Charles Darwin laid the foundation for all modern work on sexual selection in his seminal book The Descent of Man, and Selection in Relation to Sex. In this work, Darwin fleshed out the mechanism of sexual selection, a hypothesis that he had proposed in The Origin of Species. He went well beyond a simple description of the phenomenon by providing extensive evidence and considering the far-reaching implications of the idea. Here we consider the contributions of Darwin to sexual selection with a particular eye on how far we have progressed in the last 150 years. We focus on 2 key questions in sexual selection. First, why does mate choice evolve at all? And second, what factors determine the strength of mate choice (or intensity of sexual selection) in each sex? Darwin provided partial answers to these questions, and the progress that has been made on both of these topics since his time should be seen as one of the great triumphs of modern evolutionary biology. However, a review of the literature shows that key aspects of sexual selection are still plagued by confusion and disagreement. Many of these areas are complex and will require new theory and empirical data for complete resolution. Overall, Darwin's contributions are still surprisingly relevant to the modern study of sexual selection, so students of evolutionary biology would be well advised to revisit his works. Although we have made significant progress in some areas of sexual selection research, we still have much to accomplish."
"Bailey20112269","Mate choice plasticity in the field cricket Teleogryllus oceanicus: Effects of social experience in multiple modalities","Bailey, N.W.","Behavioral Ecology and Sociobiology","03405443","65","12","2269-2278",2011,"","10.1007/s00265-011-1237-8","Social experience can elicit phenotypically plastic changes in mate choice, but little is known about the degree to which social information from one modality can influence mating decisions based on information from a different modality. I used the field cricket Teleogryllus oceanicus to test whether experience of chemical cues mimicking a high density of sexually mature males causes changes in mate choice based on acoustic signals. T. oceanicus males produce long-range calling songs to attract females for mating, but they also produce waxy, non-volatile hydrocarbons on their cuticle (CHCs) which, when deposited on a substrate, can be detected by females and may provide demographic information. I manipulated female experience of substrate-bound male CHCs and then performed acoustic mate choice trials. When CHCs were present on the substrate during trials, females showed greater motivation to respond to male calling song. This effect diminished with repeated exposure to male songs, demonstrating that the importance of olfactory cues in altering acoustic mate choice decreased with increasing exposure to acoustic signals. However, the temporal nature of CHC experience mattered: previous experience of CHCs did not alter subsequent female choice for male calling song traits. Exposure to male song increased the threshold of mate acceptance over time, and individuals varied considerably in overall levels of responsiveness. Taken together, the results demonstrate that mate choice is dependent on social context mediated by multiple modalities in T. oceanicus, but they do not support the idea that prior experience of social cues in one modality necessarily influences later mating decisions based on other signalling modalities.  2011 Springer-Verlag."
"VanDooren2016446","Maternal Effects","Van Dooren, T.J.M. and Hoyle, R.B. and Plaistow, S.J.","Encyclopedia of Evolutionary Biology",NA,NA,NA,"446-452",2016,"","10.1016/B978-0-12-800049-6.00051-2","Maternal effects are influences of maternal attributes on the offspring phenotype where the causality of the effects is not via direct genetic transmission of maternal alleles. First considered to be a nuisance parameter by animal and plant breeders, maternal effects are now increasingly perceived to be an integral part of the evolutionary process. Here we provide an overview of the quantitative genetic theory and empirical findings responsible for this altered perspective and highlight directions for future research.  2016 Elsevier Inc. All rights reserved."
"X.ISI.000271021900010","Maternal Effects Increase Within-Family Variation in Offspring Survival","Reed, Wendy L. and Clark, Mark E. and Vleck, Carol M.","AMERICAN NATURALIST","0003-0147","174","5","685-695",2009,"UNIV CHICAGO PRESS","10.1086/605962","Maternal effects are environmental components of phenotypes that complicate relationships between natural selection and evolution because they often affect phenotypes and fitness simultaneously. We studied the effects of egg size variation on juvenile survival in a population of American coots (Fulica americana). We experimentally evaluated egg size variation at three levels: across the population, within natal nests, and within foster nests. Natal nests accounted for the most variation in population egg size. Within clutches, early-laid eggs were larger than later-laid eggs, with the exception of first-laid eggs, which were small. In the fostering experiment, posthatching survival was most strongly related to egg size relative to natal siblings and natal hatching order and less so to egg size within foster nests. These effects on survival were found even though young from natal nests were neither raised together nor raised by genetic parents. These results indicate that females allocate resources unequally among offspring such that offspring from larger, early-laid eggs have higher survival than offspring from smaller, later-laid eggs, regardless of their size relative to foster siblings or to mean population egg size. These results suggest that egg size variation can be maintained through selection on maternal investment strategies and not on egg size per se."
"X.ISI.000271021900011","Maternal Effects Mediated by Antioxidants and the Evolution of Carotenoid-Based Signals in Birds","Biard, Clotilde and Gil, Diego and Karadas, Filiz and Saino, Nicola and Spottiswoode, Claire N. and Surai, Peter F. and Moller, Anders P.","AMERICAN NATURALIST","0003-0147","174","5","696-708",2009,"UNIV CHICAGO PRESS","10.1086/606021","Bright yellow to red signals used in mate choice or intrasexual competition are based on carotenoid pigments that are hypothesized to be traded between physiological functions and coloration. These signals have recently been shown to be influenced by maternal effects. Indeed, yolk-derived carotenoids are essential for embryos to develop efficient carotenoid metabolism in posthatching life. Maternal effects facilitate adaptation to environmental variability and influence the evolution of phenotypic traits such as secondary sexual signals. Here we propose that maternal investment in yolk carotenoids promotes the evolution of carotenoid-based ornaments. We conducted a comparative analysis of lipid-soluble antioxidants (carotenoids and vitamins A and E) in the eggs of 112 species of bird. Species with large clutch sizes deposited higher yolk concentrations of the three antioxidants. There was a significant positive relationship between yolk carotenoids and the expression of male carotenoid-based signals, but not between yolk carotenoids and sexual dichromatism in these signals. These relationships were specific to carotenoids, as they were not found for vitamins A and E. This provides evidence consistent with the hypothesis that maternal effects mediated by yolk carotenoids play a role in the evolution of carotenoid-based signals as a response to sexual selection, likely based on organizational effects of carotenoids during embryo development."
"X.ISI.000260108900017","Maternal allocation strategies and differential effects of yolk carotenoids on the phenotype and viability of yellow-legged gull (Larus michahellis) chicks in relation to sex and laying order","Romano, M. and Caprioli, M. and Ambrosini, R. and Rubolini, D. and Fasola, M. and Saino, N.","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X","21","6","1626-1640",2008,"BLACKWELL PUBLISHING","10.1111/j.1420-9101.2008.01599.x","Egg quality may mediate maternal allocation strategies according to progeny sex. In vertebrates, carotenoids have important physiological roles during embryonic and post-natal life, but the consequences of variation in yolk carotenoids for offspring phenotype in oviparous species are largely unknown. In yellow-legged gulls, yolk carotenoids did not vary with embryo sex in combination with egg laying date, order and mass. Yolk lutein supplementation enhanced the growth of sons from first eggs but depressed that of sons from last eggs, enhanced survival of daughters late in the season, and promoted immunity of male chicks and chicks from small eggs. Lack of variation in egg carotenoids in relation to sex and egg features, and the contrasting effects of lutein on sons and daughters, do not support the hypothesis of optimal sex-related egg carotenoid allocation. Carotenoids transferred to the eggs may rather result from a trade-off between opposing effects on sons or daughters."
"Rgilds200561","Maternal and grandmaternal age effects on developmental instability and wing size in parthenogenetic Drosophila mercatorum","Rgilds, A. and Andersen, D.H. and Pertoldi, C. and Dimitrov, K. and Loeschcke, V.","Biogerontology","13895729","6","1","61-69",2005,"","10.1007/s10522-004-7385-8","Age is known to have a large effect upon fertility and survival. Here we study the impact of maternal and grandmaternal age on wing size and developmental instability (DI) in offspring using a parthenogenetic strain of Droxophila mercatorum. This enabled us to cancel out any genetic variance between individuals. The mean centroid size of the wings was estimated in offspring from four maternal/grandmaternal age groups. Further, DI was calculated by measuring phenotypic variability and correcting this index for the bias produced by the environmental variability. The offspring developed from eggs laid by mothers belonging to four different age groups with young (Y) or old (O) mothers and grandmothers. The age groups are: YY, YO, OY and OO, with the first letter referring to the age of the grandmother and the second letter to the age of the mother. We consider flies between three to six days of age as young and flies between 15 and 18 days of age as old. We found that environmental variability was present in this study and therefore the correction for its bias on phenotypic variability was shown to be necessary for a correct interpretation of the results. DI displayed, for most of the traits investigated, a significantly higher level in the OY and OO age groups, as compared to the YY and YO age groups. The mean centroid size of the wings were in almost all cases significantly different among the age groups with the highest mean value in the OY group for all traits. This investigation shows that offspring are affected by maternal age and that this effect can be transmitted maternally across more than one generation.  Springer 2005."
"Moshgani20111179","Maternal and paternal contributions to egg size and egg number variation in the blackfin pearl killifish Austrolebias nigripinnis","Moshgani, M. and Van Dooren, T.J.M.","Evolutionary Ecology","02697653","25","5","1179-1195",2011,"","10.1007/s10682-011-9469-7","Reproductive effort, egg number and egg size are traditionally considered to be 'female' life history traits. However, females often adjust the amount of resources allocated to reproduction depending on their mate, causing male environmental effects on life history traits. If females respond to male traits which are genetically variable, then male environmental effects contain indirect genetic effects. Estimates of how much of the total variation in life history traits originates from female effects versus male environmental effects, seems mostly lacking. We have investigated variation in rates of egg production and in egg size in the annual Argentinian blackfin pearl killifish Austrolebias nigripinnis, in a crossed design where males were exchanged repeatedly between females. Our analysis of phenotypic variance components of reproductive effort, egg size and egg number indicates that the amount of variation contributed by male environmental effects is equal (egg size, reproductive effort) or larger (egg number) than that between females. For egg size and number, we find that male environmental effects consist of a male random effect representing the average response of females to male phenotype, plus a female-male interaction term. This term can be understood as the deviation from the population mean of an individual female's response. For reproductive effort, we find that the male environmental effect consists of an interaction term only. Random effects on egg size and number additionally vary in magnitude depending on the weekday where we collected eggs, probably due to cyclic variation in experimental conditions. Since we find that both male phenotype and environmental conditions affect egg size and number as determined by females, our results suggest that selection on these life history traits will be frequency-dependent.  2011 Springer Science+Business Media B.V."
